,analysis,Analysis_tokens,Attribute_name,Attribute_tokens,Cluster,cls_Cluster
191,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT for minor peak >=LOQ 1,ce - sd ##s ( non - reduced ) rr ##t for minor peak > = lo ##q 1,1,10
192,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT for Unknown Minor Peak >= QL 3,ce - sd ##s ( reduced ) rr ##t for unknown minor peak > = q ##l 3,1,17
193,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT for Unknown Minor Peak >= QL 4,ce - sd ##s ( reduced ) rr ##t for unknown minor peak > = q ##l 4,1,17
194,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (R) RRT of Minor Peak 2 >=QL,ce - sd ##s ( r ) rr ##t of minor peak 2 > = q ##l,1,10
195,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Minor peak 3 >=LOQ,ce - sd ##s ( reduced ) rr ##t of minor peak 3 > = lo ##q,1,10
196,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) RRT of Minor peak 2 >=LOQ,ce - sd ##s ( non - reduced ) rr ##t of minor peak 2 > = lo ##q,1,10
197,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) RRT of Minor peak 1 >=LOQ,ce - sd ##s ( non - reduced ) rr ##t of minor peak 1 > = lo ##q,1,10
198,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of minor peak >=LOQ 2,ce - sd ##s ( reduced ) rr ##t of minor peak > = lo ##q 2,1,10
199,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak>=LOQ 5,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak > = lo ##q 5,1,10
200,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) RRT of Unknown Minor Peak < LOQ 3,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak < lo ##q 3,1,10
201,CE_SDS,ce _ sd ##s,CE-SDS (Reduced)RRT of Unknown Minor peak >= LOQ 3,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 3,1,17
202,CE_SDS,ce _ sd ##s,CE-SDS (Reduced)RRT of Unknown Minor peak >= LOQ 2,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 2,1,17
203,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of minor peak >=LOQ 3,ce - sd ##s ( reduced ) rr ##t of minor peak > = lo ##q 3,1,10
204,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of minor peak >=LOQ 1,ce - sd ##s ( reduced ) rr ##t of minor peak > = lo ##q 1,1,10
205,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of minor peak >=LOQ 5,ce - sd ##s ( reduced ) rr ##t of minor peak > = lo ##q 5,1,10
206,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT for Unknown Minor Peak>=LOQ 1,ce - sd ##s ( reduced ) rr ##t for unknown minor peak > = lo ##q 1,1,10
207,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak>=LOQ 2,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak > = lo ##q 2,1,10
208,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Minor Peak  RRT 1 >= LOQ,ce - sd ##s ( reduced ) minor peak rr ##t 1 > = lo ##q,1,10
209,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS 12 (Reduced)RRT of Unknown Minor peak >= LOQ 3,ce - sd ##s 12 ( reduced ) rr ##t of unknown minor peak > = lo ##q 3,1,17
210,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS 11 (Reduced)RRT of Unknown Minor peak >= LOQ 2,ce - sd ##s 11 ( reduced ) rr ##t of unknown minor peak > = lo ##q 2,1,17
211,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS 10 (Reduced)RRT of Unknown Minor peak >= LOQ 1,ce - sd ##s 10 ( reduced ) rr ##t of unknown minor peak > = lo ##q 1,1,10
212,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ 5,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 5,1,17
213,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ 6,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 6,1,17
214,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ 4,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 4,1,17
215,BIO_CE-SDS_NR,bio _ ce - sd ##s _ nr,CE-SDS (Non-Reduced) Known Minor Peak 2 >= DL,ce - sd ##s ( non - reduced ) known minor peak 2 > = dl,1,10
216,BIO_CE-SDS_NR,bio _ ce - sd ##s _ nr,CE-SDS (Non-Reduced) Known Minor Peak 3 >= DL,ce - sd ##s ( non - reduced ) known minor peak 3 > = dl,1,10
217,BIO_CE-SDS_NR,bio _ ce - sd ##s _ nr,CE-SDS (Non-Reduced) Known Minor Peak 1 >= DL,ce - sd ##s ( non - reduced ) known minor peak 1 > = dl,1,10
218,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak >= LOQ 10,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak > = lo ##q 10,1,10
219,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak >= LOQ 8,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak > = lo ##q 8,1,10
220,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak >= LOQ 7,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak > = lo ##q 7,1,10
221,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak >= LOQ  9,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak > = lo ##q 9,1,10
222,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (R) RRT of Minor Peak 8 >=QL,ce - sd ##s ( r ) rr ##t of minor peak 8 > = q ##l,1,10
223,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 9,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 9,1,17
224,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 7,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 7,1,17
225,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 8,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 8,1,17
226,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT for Unknown Minor Peak < LOQ 3,ce - sd ##s ( reduced ) rr ##t for unknown minor peak < lo ##q 3,1,17
227,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT for Unknown Minor Peak < LOQ 2,ce - sd ##s ( reduced ) rr ##t for unknown minor peak < lo ##q 2,1,17
228,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (R) - RRT of minor peak >= LOQ,ce - sd ##s ( r ) - rr ##t of minor peak > = lo ##q,1,10
229,CE_SDS,ce _ sd ##s,CE-SDS (NR) - RRT of minor peak >= LOQ,ce - sd ##s ( nr ) - rr ##t of minor peak > = lo ##q,1,10
230,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Minor peak 2 >=LOQ,ce - sd ##s ( reduced ) rr ##t of minor peak 2 > = lo ##q,1,10
231,BIO_CE-SDS_R,bio _ ce - sd ##s _ r,CE-SDS (NR) RRT of Unknown Minor Peak >= LOQ 1,ce - sd ##s ( nr ) rr ##t of unknown minor peak > = lo ##q 1,1,10
232,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (R) RRT of Minor Peak 1 >=QL,ce - sd ##s ( r ) rr ##t of minor peak 1 > = q ##l,1,10
233,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (R) RRT of Minor Peak 4 >=QL,ce - sd ##s ( r ) rr ##t of minor peak 4 > = q ##l,1,10
234,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (R) RRT of Minor Peak 7 >=QL,ce - sd ##s ( r ) rr ##t of minor peak 7 > = q ##l,1,10
235,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (R) RRT of Minor Peak 6 >=QL,ce - sd ##s ( r ) rr ##t of minor peak 6 > = q ##l,1,10
236,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (R) RRT of Minor Peak 9 >=QL,ce - sd ##s ( r ) rr ##t of minor peak 9 > = q ##l,1,10
237,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (R) RRT of Minor Peak 5 >=QL,ce - sd ##s ( r ) rr ##t of minor peak 5 > = q ##l,1,10
238,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 10,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 10,1,17
239,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak 2 RRT >= LOQ,ce - sd ##s ( reduced ) rr ##t of unknown minor peak 2 rr ##t > = lo ##q,1,10
240,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak 1 RRT >= LOQ,ce - sd ##s ( reduced ) rr ##t of unknown minor peak 1 rr ##t > = lo ##q,1,10
241,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 6,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 6,1,17
242,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 5,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 5,1,17
243,CE_SDS,ce _ sd ##s,CE-SDS (Reduced)RRT of Unknown Minor Peak 6 >= LOQ,ce - sd ##s ( reduced ) rr ##t of unknown minor peak 6 > = lo ##q,1,10
244,CE_SDS,ce _ sd ##s,CE-SDS (Reduced)RRT of Unknown Minor Peak 5 >= LOQ,ce - sd ##s ( reduced ) rr ##t of unknown minor peak 5 > = lo ##q,1,10
245,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced)RRT of Unknown Minor Peak 7 >= LOQ,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak 7 > = lo ##q,1,10
246,BIO_CE-SDS_NR,bio _ ce - sd ##s _ nr,CE-SDS (Non-Reduced) Unknown minor peak x >=LOQ,ce - sd ##s ( non - reduced ) unknown minor peak x > = lo ##q,1,10
247,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak RRT 1 >=LOQ,ce - sd ##s ( reduced ) unknown minor peak rr ##t 1 > = lo ##q,1,10
248,BIO_CE-SDS_NR,bio _ ce - sd ##s _ nr,CE-SDS (NR) RRT of Unknown Minor Peak >=LOQ 2,ce - sd ##s ( nr ) rr ##t of unknown minor peak > = lo ##q 2,1,10
249,BIO_CE-SDS_NR,bio _ ce - sd ##s _ nr,CE-SDS (NR) RRT of Unknown Minor Peak >=LOQ 3,ce - sd ##s ( nr ) rr ##t of unknown minor peak > = lo ##q 3,1,10
250,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) RRT of Minor Peak >= LOQ 3,ce - sd ##s ( non - reduced ) rr ##t of minor peak > = lo ##q 3,1,10
251,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) RRT of Minor Peak >= LOQ 4,ce - sd ##s ( non - reduced ) rr ##t of minor peak > = lo ##q 4,1,10
252,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Minor Peak >= LOQ 4,ce - sd ##s ( reduced ) rr ##t of minor peak > = lo ##q 4,1,10
253,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Minor Peak >= LOQ 2,ce - sd ##s ( reduced ) rr ##t of minor peak > = lo ##q 2,1,10
254,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (R) RRT of Minor Peak 3 >=QL,ce - sd ##s ( r ) rr ##t of minor peak 3 > = q ##l,1,10
255,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Minor Peak >= LOQ 5,ce - sd ##s ( reduced ) rr ##t of minor peak > = lo ##q 5,1,10
256,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Minor Peak >= LOQ 3,ce - sd ##s ( reduced ) rr ##t of minor peak > = lo ##q 3,1,10
257,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT for minor peak >=LOQ 3,ce - sd ##s ( non - reduced ) rr ##t for minor peak > = lo ##q 3,1,10
258,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT for Unknown Minor Peak>=LOQ 2,ce - sd ##s ( reduced ) rr ##t for unknown minor peak > = lo ##q 2,1,17
259,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Minor Peak RRT 3 >= LOQ,ce - sd ##s ( reduced ) minor peak rr ##t 3 > = lo ##q,1,10
260,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)RRT of Unknown Minor peak 4>= LOQ 1,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak 4 > = lo ##q 1,1,10
261,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)RRT of Unknown Minor peak 3>= LOQ 1,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak 3 > = lo ##q 1,1,10
262,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Unknown Minor Peak RRT 2 >=LOQ,ce - sd ##s ( reduced ) unknown minor peak rr ##t 2 > = lo ##q,1,10
263,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT for Unknown Minor Peak >= QL 1,ce - sd ##s ( reduced ) rr ##t for unknown minor peak > = q ##l 1,1,10
264,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT for Unknown Minor Peak >= QL 3,ce - sd ##s ( reduced ) rr ##t for unknown minor peak > = q ##l 3,1,17
265,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) RRT of Minor Peak > = LOQ 2,ce - sd ##s ( non - reduced ) rr ##t of minor peak > = lo ##q 2,1,10
266,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)RRT of Unknown Minor peak 1>= LOQ 1,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak 1 > = lo ##q 1,1,10
267,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)RRT of Unknown Minor peak 2>= LOQ 1,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak 2 > = lo ##q 1,1,10
268,BIO_CE-SDS_NR,bio _ ce - sd ##s _ nr,CE-SDS (Non-Reduced) Unknown Minor Peak >= LOQ,ce - sd ##s ( non - reduced ) unknown minor peak > = lo ##q,1,10
269,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT for Unknown Minor Peak >= LOQ 1,ce - sd ##s ( reduced ) rr ##t for unknown minor peak > = lo ##q 1,1,10
270,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Minor Peak >= LOQ 6,ce - sd ##s ( reduced ) rr ##t of minor peak > = lo ##q 6,1,10
271,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak < LOQ 2,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak < lo ##q 2,1,10
272,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ6,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q ##6,1,17
273,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ5,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q ##5,1,17
274,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ4,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q ##4,1,17
275,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ7,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q ##7,1,17
276,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= QL 3,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = q ##l 3,1,10
277,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= QL 4,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = q ##l 4,1,17
278,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT for Unknown Minor Peak >= QL 2,ce - sd ##s ( reduced ) rr ##t for unknown minor peak > = q ##l 2,1,17
279,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak <LOQ 3,ce - sd ##s ( reduced ) rr ##t of unknown minor peak < lo ##q 3,1,1
280,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ 2,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 2,1,17
281,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ 1,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 1,1,10
282,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ 3,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 3,1,17
283,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak>=LOQ 1,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak > = lo ##q 1,1,10
284,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) RRT for Unknown Minor Peak >=LOQ 2,ce - sd ##s ( non - reduced ) rr ##t for unknown minor peak > = lo ##q 2,1,10
285,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) RRT for Unknown Minor Peak >=LOQ 1,ce - sd ##s ( non - reduced ) rr ##t for unknown minor peak > = lo ##q 1,1,10
286,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT for Unknown Minor Peak >= LOQ 2,ce - sd ##s ( reduced ) rr ##t for unknown minor peak > = lo ##q 2,1,17
287,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 7,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 7,1,17
288,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 8,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 8,1,17
289,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 15,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 15,1,17
290,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) RRT for Unknown Minor Peak >=LOQ 3,ce - sd ##s ( non - reduced ) rr ##t for unknown minor peak > = lo ##q 3,1,10
291,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) RRT for Unknown Minor Peak >=LOQ 4,ce - sd ##s ( non - reduced ) rr ##t for unknown minor peak > = lo ##q 4,1,10
292,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT for Unknown Minor Peak >= LOQ 4,ce - sd ##s ( reduced ) rr ##t for unknown minor peak > = lo ##q 4,1,17
293,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT for Unknown Minor Peak >= LOQ 5,ce - sd ##s ( reduced ) rr ##t for unknown minor peak > = lo ##q 5,1,17
294,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT for Unknown Minor Peak < LOQ 4,ce - sd ##s ( reduced ) rr ##t for unknown minor peak < lo ##q 4,1,17
295,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 14,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 14,1,17
296,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak RRT >=LOQ,ce - sd ##s ( non - reduced ) unknown minor peak rr ##t > = lo ##q,1,10
297,CE_SDS,ce _ sd ##s,CE-SDS (Reduced)RRT of Unknown Minor peak 3>= LOQ 1,ce - sd ##s ( reduced ) rr ##t of unknown minor peak 3 > = lo ##q 1,1,10
298,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak <LOQ 1,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak < lo ##q 1,1,10
299,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 11,ce - sd ##s ( non - reduced ) rr ##t for unknown minor peak > = lo ##q 11,1,10
300,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 10,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 10,1,10
301,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 13,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 13,1,17
302,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 6,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 6,1,17
303,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak < LOQ 4,ce - sd ##s ( non - reduced ) rr ##t for unknown minor peak < lo ##q 4,1,10
304,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) RRT of minor peak >=LOQ 1,ce - sd ##s ( non - reduced ) rr ##t of minor peak > = lo ##q 1,1,10
305,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) RRT of minor peak >=LOQ 2,ce - sd ##s ( non - reduced ) rr ##t of minor peak > = lo ##q 2,1,10
306,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak RRT 2 >=LOQ,ce - sd ##s ( non - reduced ) unknown minor peak rr ##t 2 > = lo ##q,1,10
307,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Unknown Minor Peak RRT 1 >=LOQ,ce - sd ##s ( non - reduced ) unknown minor peak rr ##t 1 > = lo ##q,1,10
308,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 11,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 11,1,17
309,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 9,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 9,1,17
310,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 12,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 12,1,17
311,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Minor Peak 2 RRT >= LOQ,ce - sd ##s ( reduced ) minor peak 2 rr ##t > = lo ##q,1,21
312,CE_SDS,ce _ sd ##s,CE-SDS (Reduced)RRT of Unknown Minor peak >= LOQ 6,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 6,1,17
313,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 1,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 1,1,10
314,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 2,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q 2,1,17
315,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 1,ce - sd ##s ( non - reduced ) rr ##t for unknown minor peak > = lo ##q 1,1,10
316,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 2,ce - sd ##s ( non - reduced ) rr ##t for unknown minor peak > = lo ##q 2,1,10
317,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) RRT for Unknown Minor Peak >= LOQ 2,ce - sd ##s ( non - reduced ) rr ##t for unknown minor peak > = lo ##q 2,1,10
318,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) RRT for Unknown Minor Peak >= LOQ 1,ce - sd ##s ( non - reduced ) rr ##t for unknown minor peak > = lo ##q 1,1,10
319,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 8,ce - sd ##s ( non - reduced ) rr ##t for unknown minor peak > = lo ##q 8,1,10
320,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak>=LOQ1,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak > = lo ##q ##1,1,10
321,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak>=LOQ5,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak > = lo ##q ##5,1,10
322,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak>=LOQ4,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak > = lo ##q ##4,1,10
323,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak>=LOQ3,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak > = lo ##q ##3,1,10
324,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak>=LOQ2,ce - sd ##s ( non - reduced ) rr ##t of unknown minor peak > = lo ##q ##2,1,10
325,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Minor Peak 5 RRT >= LOQ,ce - sd ##s ( reduced ) rr ##t of minor peak 5 rr ##t > = lo ##q,1,10
326,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Minor Peak 4 RRT >= LOQ,ce - sd ##s ( reduced ) rr ##t of minor peak 4 rr ##t > = lo ##q,1,10
327,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) RRT of Unknown Minor Peak >=LOQ1,ce - sd ##s ( reduced ) rr ##t of unknown minor peak > = lo ##q ##1,1,10
328,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Minor Peak 1 RRT >= LOQ,ce - sd ##s ( reduced ) minor peak 1 rr ##t > = lo ##q,1,10
329,BIO_CE-SDS_R,bio _ ce - sd ##s _ r,CE-SDS (R) RRT of Unknown Minor Peak >=LOQ 1,ce - sd ##s ( r ) rr ##t of unknown minor peak > = lo ##q 1,1,10
330,BIO_CE-SDS_NR,bio _ ce - sd ##s _ nr,CE-SDS (NR) RRT of Unknown Minor Peak >=LOQ 1,ce - sd ##s ( nr ) rr ##t of unknown minor peak > = lo ##q 1,1,10
