analysis,Attribute_name,class_probabilities,labels,max_prob,label
P_MTD-10467,PURITY,[0.9796894788742065],[0],0.9796894788742065,0
D_M00002527,PURITY REDUCED MAJOR BAND,[0.9992843270301819],[0],0.9992843270301819,0
P_7196,PH,[0.9976078271865845],[8],0.9976078271865845,8
Y_SM_250658_R,RM CEX PEAK 4,[0.9993496537208557],[2],0.9993496537208557,2
Y_SM_250657_R,RS HMW,[0.9949005246162415],[3],0.9949005246162415,3
Y_SM_250580_INP1,METHOD VERSION USED FOR TESTING,"[0.8790505528450012, 0.040999509394168854, 0.01572904922068119, 0.011362899094820023, 0.0109385522082448]","[1, 2, 4, 5, 7]",0.8790505528450012,1
P_MTD-10530,POTENCY,"[0.7303104400634766, 0.13851632177829742, 0.029615536332130432, 0.02652178704738617, 0.01947501301765442, 0.018450647592544556]","[7, 5, 1, 9, 6, 0]",0.7303104400634766,7
P_MTD-10466,PURITY,[0.9922409057617188],[0],0.9922409057617188,0
P_MTD-10447,MAIN PEAK,"[0.9046845436096191, 0.07083386927843094]","[2, 1]",0.9046845436096191,2
249699_CAP_ELECT,MIG TIME DIFFERENCE SSS1SSS2 BELATACEPT,"[0.47981342673301697, 0.1798834204673767, 0.11732218414545059, 0.08165168017148972, 0.06626515835523605, 0.018534241244196892, 0.014748208224773407]","[2, 3, 1, 4, 7, 9, 8]",0.47981342673301697,2
Y_GM_95009656_R,OSMOLALITY MOSMO_KG,"[0.4508126378059387, 0.22068390250205994, 0.13839226961135864, 0.07054633647203445, 0.04518163204193115, 0.016922058537602425, 0.0156661756336689]","[4, 3, 2, 10, 9, 1, 7]",0.4508126378059387,4
Y_SM_250580_R,PROTEIN CONC 280,[0.9898631572723389],[9],0.9898631572723389,9
P_9345,IDENTITY PROTEIN CONCENTRATION,[0.991878867149353],[9],0.991878867149353,9
P_MTD-10493,MONOMER,"[0.9300732612609863, 0.023539358749985695]","[3, 1]",0.9300732612609863,3
Y_SM_250739_R,RELATIVE POTENCY,"[0.4550522565841675, 0.32763394713401794, 0.07095681875944138, 0.032161589711904526, 0.0320545919239521, 0.02969151921570301, 0.007978010922670364]","[5, 7, 6, 1, 9, 0, 10]",0.4550522565841675,5
Y_SM_250685_R,RELATIVE POTENCY 0DECPT,"[0.5747860074043274, 0.17561620473861694, 0.07053707540035248, 0.054181668907403946, 0.032062090933322906, 0.02500545233488083, 0.01367491390556097, 0.012361264787614346]","[7, 5, 1, 9, 0, 6, 4, 8]",0.5747860074043274,7
Y_SM_250684_R,REDUCED LIGHT CHAIN 1DECPT,[0.9953606724739075],[0],0.9953606724739075,0
Y_JP_PH,JP PH,[0.997619092464447],[8],0.997619092464447,8
P_M15788,METHOD_VERSION,"[0.7609168887138367, 0.08492527902126312, 0.04634326696395874, 0.03981560841202736, 0.010664314962923527, 0.01010196190327406]","[1, 2, 3, 8, 4, 9]",0.7609168887138367,1
P_M15648,PURITY (LC+HC+NG-HC),[0.9965477585792542],[0],0.9965477585792542,0
Y_SM_250197_R,RM SIALIC ACID NANA 1DECPT,"[0.46051040291786194, 0.12474875897169113, 0.10869225859642029, 0.09387056529521942, 0.0643359050154686, 0.05281161144375801, 0.023881208151578903, 0.020903348922729492, 0.020864266902208328]","[0, 9, 1, 7, 4, 8, 3, 2, 5]",0.46051040291786194,0
Y_SM_250193_R,PROTEIN CONCENTRATION UV A280 1DECPT,[0.9931437969207764],[9],0.9931437969207764,9
R_OPDIVOINY_PARTICUL,Particulas >= 10 um,"[0.8169689774513245, 0.09738875180482864, 0.02739977464079857, 0.013479441404342651]","[4, 1, 2, 3]",0.8169689774513245,4
D_250593,PEAK M6,"[0.9481960535049438, 0.022700250148773193]","[2, 1]",0.9481960535049438,2
Y_SM_250683_R,LIGHT CHAIN 1DECPT,"[0.33588752150535583, 0.3173410892486572, 0.11054521054029465, 0.06898122280836105, 0.041153404861688614, 0.037435516715049744, 0.02644043043255806, 0.02500258944928646]","[2, 1, 4, 7, 8, 10, 3, 9]",0.33588752150535583,2
Y_SM_250742_R,POLYSORBATE 80 2 DECPT,[0.9517063498497009],[10],0.9517063498497009,10
Y_SM_250735_R,PEAK M1,[0.9733851552009583],[2],0.9733851552009583,2
Y_SM_250658_R,RM CEX SUM OF PEAKS 3 4 AND 5,[0.9992672801017761],[2],0.9992672801017761,2
Y_SM_250207_R,QC IL2 INHIBITION ASSAY BIOASSAY,"[0.9494275450706482, 0.008336950093507767]","[5, 6]",0.9494275450706482,5
95007424_SYSTEM,Vi,"[0.3703065812587738, 0.17365378141403198, 0.14947108924388885, 0.07218517363071442, 0.05471823364496231, 0.045462027192115784, 0.04497363045811653, 0.02666689082980156, 0.020180922001600266]","[9, 10, 3, 4, 1, 2, 7, 5, 8]",0.3703065812587738,9
Y_M00000176_NR_CESDS,NonRed: Sum of undefined peaks,"[0.50701904296875, 0.16261231899261475, 0.13395437598228455, 0.07755497843027115, 0.06300447136163712, 0.019645851105451584]","[2, 0, 8, 4, 1, 7]",0.50701904296875,2
Y_SM_250191_R,SIZE HOMOGENEITY HMW SPECIES 1DECPT,[0.998023271560669],[3],0.998023271560669,3
Y_SM_250658,RM CEX PEAK 5,[0.9992867112159729],[2],0.9992867112159729,2
Y_SM_250657,RS LMW,[0.9974254965782166],[3],0.9974254965782166,3
Y_SM_250192_R,SDS COO NONREDUCED SINGLE CHAIN,[0.9992985725402832],[0],0.9992985725402832,0
Y_SM_250657,MONOMER XDP,"[0.9455121159553528, 0.03480081632733345]","[3, 1]",0.9455121159553528,3
D_250195,TOTAL PARTICLES GTE 10 MICRON,[0.9858555197715759],[4],0.9858555197715759,4
D_250495,SINGLE CHAIN NONREDUCED,"[0.4212510585784912, 0.1586982160806656, 0.13191135227680206, 0.10378628969192505, 0.057092975825071335, 0.033027634024620056, 0.018099553883075714, 0.01688363589346409, 0.015271656215190887]","[0, 1, 5, 7, 9, 10, 6, 3, 4]",0.4212510585784912,0
Y_SM_250658_R,RM CEX PEAK 5,[0.9993010759353638],[2],0.9993010759353638,2
Y_SM_250657,RS MONOMER,[0.9935170412063599],[3],0.9935170412063599,3
249699_CAP_ELECT,MIG TIME DIFFERENCE ABABEL IN SSS1,"[0.35235804319381714, 0.1521623432636261, 0.13367697596549988, 0.11440582573413849, 0.08321857452392578, 0.05667053535580635, 0.029650475829839706, 0.025608262047171593, 0.014973473735153675]","[1, 3, 2, 7, 4, 9, 0, 8, 10]",0.35235804319381714,1
P_M20655,METHOD VERSION,"[0.7528765201568604, 0.11800289154052734, 0.038087185472249985, 0.019681239500641823, 0.01467063557356596, 0.011518542654812336]","[1, 2, 8, 3, 4, 10]",0.7528765201568604,1
95007424_SYSTEM,EXP CONCENTRATION STD 1 INITIAL BRACKET,[0.9607681632041931],[9],0.9607681632041931,9
95007424_SYSTEM,EXP CONCENTRATION STD 6 SECOND BRACKET,[0.9636477828025818],[9],0.9636477828025818,9
P_M20635,SUM OF MINOR PEAKS >= QL,"[0.9442133903503418, 0.042738176882267]","[2, 4]",0.9442133903503418,2
Y_SM_250657,HMW XDP,[0.9950783252716064],[3],0.9950783252716064,3
Y_SM_250658,CEX PEAK 5,[0.9992479681968689],[2],0.9992479681968689,2
P_M20687,PH,[0.9976167678833008],[8],0.9976167678833008,8
T_250692,BIOENSAYO CELULAR,"[0.6252003312110901, 0.16155530512332916, 0.062034692615270615, 0.051528289914131165, 0.028762971982359886, 0.01861470751464367, 0.0117255300283432]","[5, 2, 9, 4, 6, 10, 7]",0.6252003312110901,5
D_250191,HIGH MOLECULAR WEIGHT SPECIES,[0.9947707056999207],[3],0.9947707056999207,3
D_250192,SDS COOM NONREDUCED MAJOR BAND,[0.9992751479148865],[0],0.9992751479148865,0
Y_SM_95011468_R,QC IL2 INHIBITION ASSAY BIOASSAY,[0.9511730074882507],[5],0.9511730074882507,5
D_250548,IL2 INHIBITION ASSAY,[0.9640753865242004],[5],0.9640753865242004,5
Y_SM_250658_R,RM CEX PEAK 2 0 DECPT,[0.9991514682769775],[2],0.9991514682769775,2
T_250624_SEMIPART,DETERMINACIÃ“N SEMICUANT. PART. VISIBLES,"[0.6419018507003784, 0.0883621796965599, 0.07918262481689453, 0.057517435401678085, 0.028723768889904022, 0.02841790020465851, 0.021105101332068443, 0.013155056163668633]","[4, 2, 7, 1, 0, 9, 10, 8]",0.6419018507003784,4
D_250435,MAIN PEAK,[0.9938634634017944],[2],0.9938634634017944,2
95007196_PH_DIAF,PH DIAFILTRATION SAMPLE 2,[0.9975998997688293],[8],0.9975998997688293,8
D_321C,TOTAL PARTICLES 25 MICRON,[0.9892857670783997],[4],0.9892857670783997,4
D_250359,PROTEIN CONCENTRATION,[0.9927377104759216],[9],0.9927377104759216,9
D_95011468,BIOASSAY,"[0.9096577167510986, 0.024943720549345016, 0.01163342222571373, 0.010413781739771366]","[5, 9, 6, 10]",0.9096577167510986,5
T_250627,T_PICOS_ACIDOS,"[0.6414382457733154, 0.0839395821094513, 0.05232906714081764, 0.04995973780751228, 0.04093087464570999, 0.03898058831691742, 0.027071304619312286, 0.023858897387981415]","[2, 4, 1, 7, 9, 10, 5, 8]",0.6414382457733154,2
T_250599_ASSAY,CONCENTRACIÃ“N DE PROTEÃNA,"[0.19921785593032837, 0.18843038380146027, 0.11389210820198059, 0.09896384179592133, 0.09826841950416565, 0.09052792191505432, 0.059768445789813995, 0.0493021197617054, 0.04102632403373718, 0.025420038029551506]","[9, 5, 7, 10, 1, 3, 2, 6, 4, 8]",0.19921785593032837,9
D_95007433,PARTICULATE MATTER >=10 MICRON,[0.9901173710823059],[4],0.9901173710823059,4
D_250432,pH,[0.9976121187210083],[8],0.9976121187210083,8
T_95007196_PH,PH,[0.9976546764373779],[8],0.9976546764373779,8
D_250593,PEAK M5,"[0.92015540599823, 0.04120738431811333]","[2, 1]",0.92015540599823,2
D_250357,MONOMER,[0.9865836501121521],[3],0.9865836501121521,3
D_250398,BINDING ACTIVITY (ELISA),[0.9973648190498352],[6],0.9973648190498352,6
D_M00001099,NG-HEAVY CHAIN,"[0.2413366138935089, 0.16486653685569763, 0.15669342875480652, 0.14515690505504608, 0.11917860805988312, 0.059766583144664764, 0.04191410914063454, 0.01904950849711895, 0.017788933590054512]","[0, 7, 1, 8, 9, 5, 3, 4, 10]",0.2413366138935089,0
Y_SM_250658,RM CEX SUM OF PEAKS 3 4 AND 5,[0.9992954730987549],[2],0.9992954730987549,2
D_M00001098,LIGHT CHAIN,"[0.1938197761774063, 0.19206921756267548, 0.13744831085205078, 0.12107378989458084, 0.10080478340387344, 0.08463949710130692, 0.05951206386089325, 0.04312881454825401, 0.02097361348569393]","[2, 10, 1, 3, 4, 8, 7, 9, 5]",0.1938197761774063,2
T_250601_USP_PARTMAT,MAT PARTICULADO >= 10 MICRAS_AMPOLLETA,"[0.8227781057357788, 0.07648596167564392, 0.04390512406826019, 0.010889783501625061]","[1, 4, 3, 2]",0.8227781057357788,1
T_250629,ELISA POTENCIA,[0.9953782558441162],[6],0.9953782558441162,6
D_250546,VISIBLE PARTICLES,[0.9704174995422363],[4],0.9704174995422363,4
D_M00001098,SUM OF ALL MINOR PEAKS,[0.9958133101463318],[2],0.9958133101463318,2
D_M00001098,HHL,"[0.6673780679702759, 0.08068766444921494, 0.07850445806980133, 0.03707341104745865, 0.033200982958078384, 0.031933389604091644, 0.0157737098634243, 0.015402667224407196]","[3, 8, 1, 7, 4, 9, 10, 0]",0.6673780679702759,3
D_250357,HIGH MOLECULAR WEIGHT,[0.9900150299072266],[3],0.9900150299072266,3
Y_SM_250657,RS HMW,[0.9967057108879089],[3],0.9967057108879089,3
Y_SM_250735_R,PEAK M2,"[0.9343745112419128, 0.04572973772883415]","[2, 1]",0.9343745112419128,2
249699_CAP_ELECT,MIG TIME DIFFERENCE SSS2RWS ABATACEPT,"[0.4510551393032074, 0.1773778349161148, 0.16699101030826569, 0.06896349042654037, 0.05918809399008751, 0.02140270359814167, 0.012653266079723835]","[2, 1, 3, 4, 7, 9, 8]",0.4510551393032074,2
D_95011468,BIOASSAY SPEC_L,"[0.6944248676300049, 0.09255411475896835, 0.05325419455766678, 0.031237008050084114, 0.03012263961136341, 0.02357405610382557, 0.020641930401325226, 0.017963385209441185]","[5, 9, 2, 4, 6, 10, 3, 8]",0.6944248676300049,5
D_M00001099,LIGHT CHAIN,"[0.1678285002708435, 0.16254958510398865, 0.15968981385231018, 0.15412448346614838, 0.0980246439576149, 0.08479282259941101, 0.059435781091451645, 0.04528646171092987, 0.021042875945568085]","[2, 10, 1, 3, 8, 4, 7, 9, 5]",0.1678285002708435,2
D_250435,BASIC REGION,"[0.5573111176490784, 0.15099772810935974, 0.07760198414325714, 0.045827195048332214, 0.042259640991687775, 0.030895575881004333, 0.026228100061416626, 0.025295380502939224]","[2, 4, 10, 1, 9, 8, 3, 7]",0.5573111176490784,2
D_250598,MONOMER,[0.9869505763053894],[3],0.9869505763053894,3
Y_SM_250191_R,SIZE HOMOGENEITY LMW SPECIES 1DECPT,[0.9984638690948486],[3],0.9984638690948486,3
95007424_SYSTEM,Vi ROUND VALUE TO NEAREST 5 MICRO L,"[0.879290759563446, 0.034230075776576996, 0.01597236655652523, 0.013430105522274971, 0.012709075585007668]","[4, 1, 3, 9, 7]",0.879290759563446,4
Y_SM_250658_R,RM CEX PEAK 2,[0.9993811845779419],[2],0.9993811845779419,2
95007424_PROT_CONT,SC PROTEIN CONCENTRATION,[0.9932553768157959],[9],0.9932553768157959,9
P_M20657,BASIC GROUP,"[0.32618752121925354, 0.1470760703086853, 0.1464812159538269, 0.12594546377658844, 0.07690200209617615, 0.037399642169475555, 0.03559429198503494, 0.02629992924630642, 0.02611679583787918, 0.011818410828709602]","[2, 1, 8, 10, 4, 9, 3, 5, 7, 0]",0.32618752121925354,2
R_YERVOY_SDSPAGESRED,Banda principal de Ipilimumab,"[0.9182760715484619, 0.024134034290909767, 0.016950733959674835]","[1, 3, 2]",0.9182760715484619,1
95007424_SYSTEM,% RSD SECOND BRACKET,"[0.43577420711517334, 0.16134364902973175, 0.14934572577476501, 0.09912868589162827, 0.041357241570949554, 0.02352200075984001, 0.019835781306028366, 0.014620635658502579, 0.01434109266847372]","[9, 1, 3, 7, 4, 8, 2, 5, 10]",0.43577420711517334,9
R_YERVOY_CEX,Region acida liberacion,[0.996561586856842],[2],0.996561586856842,2
R_YERVOY_CONCPROTEIN,Concentracion de proteina,"[0.6023139953613281, 0.0970396026968956, 0.07211697101593018, 0.07049050182104111, 0.03953731805086136, 0.033228687942028046, 0.024060430005192757, 0.02323945052921772]","[9, 5, 7, 2, 4, 1, 10, 6]",0.6023139953613281,9
Y_SM_250683_R,MAIN PEAK 1DECPT,[0.9931581616401672],[2],0.9931581616401672,2
T_250598,T_%_MONOMERO,"[0.8143850564956665, 0.12087296694517136, 0.013114378787577152, 0.011855623684823513]","[3, 1, 9, 4]",0.8143850564956665,3
R_YERVOY_ELISA,Actividad de union (ELISA),[0.9967376589775085],[6],0.9967376589775085,6
M00004294_VIS_PARTI,LIGHT INTENSITY AFTER,"[0.639472484588623, 0.2874378561973572, 0.023007553070783615, 0.010383316315710545]","[2, 4, 8, 1]",0.639472484588623,2
D_250593,PI GROUP 3,"[0.48725855350494385, 0.21651355922222137, 0.0946754515171051, 0.06718102097511292, 0.03287026658654213, 0.032067567110061646, 0.013984975405037403, 0.01385563425719738]","[8, 2, 4, 1, 10, 7, 0, 5]",0.48725855350494385,8
P_M15648,METHOD VERSION,"[0.7881918549537659, 0.07937012612819672, 0.039625365287065506, 0.024853283539414406, 0.013512030243873596, 0.012433236464858055]","[1, 2, 8, 3, 10, 4]",0.7881918549537659,1
Y_SM_250580_INP1,PROTEIN CONC 280 - 1DP,[0.980130672454834],[9],0.980130672454834,9
R_EMPLICITI_CONTDROG,Contenido de droga,"[0.9305047392845154, 0.02302113175392151]","[1, 2]",0.9305047392845154,1
R_EMPLICITI_CESDSSRE,Pico principal,"[0.710564911365509, 0.23097795248031616, 0.01731453463435173]","[1, 2, 4]",0.710564911365509,1
Y_SM_250658_R,RM CEX ACIDIC GROUP 0 DECPT,[0.9991994500160217],[2],0.9991994500160217,2
D_M00002800,PROTEIN CONCENTRATION,[0.992181658744812],[9],0.992181658744812,9
Y_SM_250580_R,RM PROTEIN CONC 280,[0.98316490650177],[9],0.98316490650177,9
D_250593,PEAK M4,"[0.9234267473220825, 0.03991575911641121]","[2, 1]",0.9234267473220825,2
T_250600_POLISORB,POLISORBATO 80,"[0.7729010581970215, 0.07921721786260605, 0.035692375153303146, 0.028875095769762993, 0.013154273852705956, 0.011478506028652191, 0.011334151960909367]","[10, 2, 3, 4, 1, 9, 5]",0.7729010581970215,10
T_M00000094,T_PUREZA_REDUC_CADENA_PESADA_LIGERA,"[0.5765681862831116, 0.19868049025535583, 0.08982805907726288, 0.0312363188713789, 0.0233343206346035, 0.016418129205703735, 0.01463860459625721]","[1, 3, 2, 10, 7, 5, 9]",0.5765681862831116,1
P_MTD-10493,LMW,[0.9936436414718628],[3],0.9936436414718628,3
R_EMPLICITI_PARTIC,Particulas >= 25 um,"[0.8302963972091675, 0.0907602310180664, 0.014753652736544609, 0.012647178955376148, 0.008126582950353622]","[4, 1, 2, 7, 9]",0.8302963972091675,4
R_EMPLICITI_CEX,Pico 2,[0.9858672022819519],[2],0.9858672022819519,2
P_9345,PROTEIN CONCENTRATION,[0.9923904538154602],[9],0.9923904538154602,9
Y_SM_250658_R,RM CEX PEAK 1,[0.999371349811554],[2],0.999371349811554,2
R_YERVOY_SEC,Homogeneidad del monomero,"[0.6955587267875671, 0.14473815262317657, 0.038260962814092636, 0.03180777281522751, 0.020542755722999573, 0.02001960389316082]","[1, 3, 2, 10, 4, 7]",0.6955587267875671,1
R_YERVOY_SDSPAGEREDU,Pureza acumulada de Ipilimumab,"[0.91762775182724, 0.032678063958883286]","[1, 3]",0.91762775182724,1
D_250593,PI GROUP 2,"[0.47041434049606323, 0.21533745527267456, 0.09978517144918442, 0.07057034224271774, 0.04083449766039848, 0.031950898468494415, 0.015591789968311787, 0.012765987776219845]","[8, 2, 4, 1, 10, 7, 5, 9]",0.47041434049606323,8
D_M00001098,PERCENT PURITY,[0.9972378015518188],[0],0.9972378015518188,0
Y_SM_250191_R,RM SIZE HOMOGENEITY LMW SPECIES 1DECPT,[0.9984068274497986],[3],0.9984068274497986,3
D_250599,IDENTITY PROT CONCENTRATION,[0.9900733232498169],[9],0.9900733232498169,9
P_M14772,BIOASSAY - CELL BASED,[0.9775753021240234],[5],0.9775753021240234,5
Y_SM_250735_R,GROUP 3,"[0.41390204429626465, 0.34869125485420227, 0.07061038166284561, 0.035872649401426315, 0.03331189602613449, 0.028338855132460594, 0.023117590695619583]","[3, 1, 2, 9, 7, 10, 4]",0.41390204429626465,3
250580_TOTAL_PROT,RM CONCENTRATION COA,[0.9893620610237122],[9],0.9893620610237122,9
P_M15651,ANTI LAG3 MAIN PEAK,"[0.8932804465293884, 0.09247793257236481]","[2, 1]",0.8932804465293884,2
Y_SM_250196_R,RM B7 BINDING  SPR,[0.979085385799408],[7],0.979085385799408,7
Y_SM_250657,LMW XDP,[0.9965898990631104],[3],0.9965898990631104,3
250657_SIZE_HOMOG,RM PEAK HEIGHT MONOMER MINIMUM,[0.9986374974250793],[3],0.9986374974250793,3
250683_CE_SDS_NON_RE,SS RM5 IGG,[0.9990670084953308],[0],0.9990670084953308,0
250580_TOTAL_PROT,SAMPLE 3 CONCENTRATION,[0.9897067546844482],[9],0.9897067546844482,9
Y_SM_250658,CEX PEAK 3,[0.9993108510971069],[2],0.9993108510971069,2
Y_GM_95009656,GM VERSION USED FOR TESTING,"[0.44761961698532104, 0.35804957151412964, 0.07421448081731796, 0.030858002603054047, 0.015321134589612484, 0.01384018175303936, 0.01182954665273428]","[1, 3, 2, 4, 9, 10, 5]",0.44761961698532104,1
Y_SM_250193A_R,PROTEIN CONCENTRATION UV A280NM 1DECPT,[0.993050217628479],[9],0.993050217628479,9
249699_CAP_ELECT,MIG TIME SSS2 BELATACEPT,"[0.27632611989974976, 0.24003104865550995, 0.1705944687128067, 0.0988689586520195, 0.09257741272449493, 0.03849261254072189, 0.02381676807999611, 0.017963843420147896]","[2, 3, 1, 4, 7, 9, 10, 8]",0.27632611989974976,2
249699_BELA,MIG TIME SSS1 BELATACEPT,"[0.4509778320789337, 0.17096272110939026, 0.1468421071767807, 0.09720083326101303, 0.028502967208623886, 0.027968568727374077, 0.019355066120624542, 0.01570717617869377]","[2, 7, 1, 4, 3, 9, 5, 10]",0.4509778320789337,2
Y_SM_250658_R,CEX PEAK 1 0 DECPT,[0.9991773962974548],[2],0.9991773962974548,2
249699_CAP_ELECT,MIG TIME DIFFERENCE SSS2RWS BELATACEPT,"[0.38065123558044434, 0.26436522603034973, 0.1637619584798813, 0.0667019933462143, 0.05218322202563286, 0.020762773230671883, 0.012534696608781815]","[2, 3, 1, 4, 7, 9, 8]",0.38065123558044434,2
249699_CAP_ELECT,MIG TIME DIFFERENCE SSS1SSS2 ABATACEPT,"[0.5314357876777649, 0.11967344582080841, 0.11859473586082458, 0.0838867649435997, 0.06965199112892151, 0.01884511299431324, 0.01457844115793705]","[2, 3, 1, 4, 7, 9, 8]",0.5314357876777649,2
249699_CAP_ELECT,MIG TIME DIFFERENCE SSS1RWS BELATACEPT,"[0.43122783303260803, 0.2169872671365738, 0.16573984920978546, 0.07309474796056747, 0.0453241690993309, 0.018125785514712334]","[2, 3, 1, 4, 7, 9]",0.43122783303260803,2
R_ABA_SEC,SEC-MonÃ³mero,"[0.45219552516937256, 0.3842679262161255, 0.09495265781879425, 0.014093462377786636, 0.014027213677763939]","[3, 1, 2, 4, 10]",0.45219552516937256,3
D_250495,PURITY REDUCED MAJOR BAND,[0.9993053674697876],[0],0.9993053674697876,0
D_250495,PURITY NONREDUCED MAJOR BAND,[0.9986556768417358],[0],0.9986556768417358,0
R_ORENCIAIV_VALORAC,ConcentraciÃ³n de Proteina - Abatacept,"[0.6036876440048218, 0.1612604707479477, 0.060196153819561005, 0.05841730907559395, 0.04070674628019333, 0.01726914942264557, 0.014693466946482658]","[2, 1, 9, 4, 3, 5, 7]",0.6036876440048218,2
R_ABA_SDSPAGERED,SDSPAGE Red Bandas inesperadas(indiv),[0.9686383008956909],[0],0.9686383008956909,0
95007424_SYSTEM,DILUTION BUFFER  ABSORBANCE VALUE,"[0.8916727900505066, 0.032441798597574234, 0.025315841659903526, 0.011849826201796532]","[9, 5, 0, 7]",0.8916727900505066,9
D_M00001099,PERCENT PURITY,[0.9974072575569153],[0],0.9974072575569153,0
D_250193,PROT CONCENTRATION UV 280 NM_DS,[0.9924488067626953],[9],0.9924488067626953,9
D_250627,BASIC PEAKS_1DP,[0.9953746199607849],[2],0.9953746199607849,2
R_NULOJIX_CONCPROTEI,Concentracion de Proteina-Belatacept,"[0.7438662052154541, 0.06897684186697006, 0.04918181523680687, 0.04283119738101959, 0.023554081097245216, 0.015752257779240608, 0.015147621743381023]","[2, 4, 9, 1, 7, 5, 6]",0.7438662052154541,2
D_250473,GROUP 2,"[0.44602304697036743, 0.15064992010593414, 0.10156518965959549, 0.07239073514938354, 0.06418962776660919, 0.05269397422671318, 0.0337858684360981, 0.023043019697070122, 0.0172186940908432]","[3, 1, 10, 2, 8, 9, 7, 4, 5]",0.44602304697036743,3
D_250192,SDS COOM NONREDUCED ADD BAND GT 1PCT,[0.9991360306739807],[0],0.9991360306739807,0
D_M00001099,SUM OF MINOR PEAKS,[0.9964559674263],[2],0.9964559674263,2
D_321C,TOTAL PARTICLES 10 MICRON,[0.9893640279769897],[4],0.9893640279769897,4
P_M12568,pH,[0.997599184513092],[8],0.997599184513092,8
D_250546,SEMIQUANT EVALUATION,"[0.47240984439849854, 0.2779363989830017, 0.09106839448213577, 0.0404655821621418, 0.037620969116687775, 0.01599595695734024, 0.013512801378965378, 0.012875096872448921]","[2, 1, 4, 5, 10, 8, 6, 3]",0.47240984439849854,2
Y_SM_250197_R,SIALIC ACID NANA 1DECPT,"[0.7002525329589844, 0.10036177188158035, 0.059987735003232956, 0.04413896054029465, 0.02407103218138218, 0.021366767585277557]","[0, 9, 7, 8, 1, 4]",0.7002525329589844,0
