Unnamed: 0,Analysis,Attribute,Standard names,Unnamed: 4
434,y_250398_bda,binding activity [elisa],potency by binding elisa,nan
435,elisa_2,potency elisa,potency by binding elisa,nan
436,y_uspo8224_pte,potency elisa,potency by binding elisa,nan
437,activity_elisa,binding activity (elisa),potency by binding elisa,nan
438,elisa_2,potency elisa relative to rreference standard,potency by binding elisa,nan
439,elisa,potency (elisa),potency by binding elisa,nan
440,elisa_2,potency bcma (elisa),potency by binding elisa,nan
441,d_250398,binding activity (elisa),potency by binding elisa,nan
442,elisa_binding,potency (binding elisa),potency by binding elisa,nan
443,elisa,potency elisa,potency by binding elisa,nan
444,elisa,potency elisa relative to reference standard,potency by binding elisa,nan
445,elisa,potency elisa relative to rreference standard,potency by binding elisa,nan
446,elisa_binding,potency (elisa) nivolumba,potency by binding elisa,nan
447,elisa_3,binding activity (elisa) ipilimumab,potency by binding elisa,nan
448,elisa_binding,potency elisa,potency by binding elisa,nan
449,elisa_2,binding activity (elisa) nivolumab,potency by binding elisa,nan
450,elisa_4,binding activity (elisa) nivolumab,potency by binding elisa,nan
451,elisa_binding,binding activity (elisa),potency by binding elisa,nan
452,elisa_binding,relative potency by target binding elisa (of reference stand,potency by binding elisa,nan
453,elisa_binding,potency by blocking elisa,potency by binding elisa,nan
454,elisa_binding,potency (elisa) - relative to reference std (result),potency by binding elisa,nan
455,elisa_binding,binding activity by elisa relative to reference standard,potency by binding elisa,nan
456,elisa_binding,potency (elisa) nivolumab,potency by binding elisa,nan
457,y_uspo12121_pte,potency elisa,potency by binding elisa,nan
458,elisa_2,relative potency by target binding elisa (of reference stand,potency by binding elisa,nan
459,elisa_binding,potency by binding elisa,potency by binding elisa,nan
460,elisa_2,potency by elisa relative to the reference standard,potency by binding elisa,nan
461,elisa,potency by blocking elisa,potency by binding elisa,nan
462,elisa_binding,potency (elisa) ctla-4-nf,potency by binding elisa,nan
463,elisa_binding,relative binding activity,potency by binding elisa,nan
464,elisa,potency (elisa),potency by binding elisa,nan
465,elisa_binding_2,potency by elisa binding,potency by binding elisa,nan
466,biological_assay,potency (cell-based bioassay)-relative to reference standard,potency by cell-based bioassay,nan
467,biological_assay,potency (cell based) relatlimab,potency by cell-based bioassay,nan
468,biological_assay,potency (cell-based) bioassay,potency by cell-based bioassay,nan
469,bioassay_2,potency (cell-based bioassay),potency by cell-based bioassay,nan
470,bioassay,potency (cell-based bioassay),potency by cell-based bioassay,nan
471,bioassay,potency (cell-based bioassay) relative potency,potency by cell-based bioassay,nan
472,bioassay_2,potency (cell-based bioassay),potency by cell-based bioassay,nan
473,biological_assay,potency (cell-based bioassay),potency by cell-based bioassay,nan
474,elisa,potency (cell-based bioassay),potency by cell-based bioassay,nan
475,bioassay,potency (cell-based bioassay),potency by cell-based bioassay,nan
476,biological_assay,potency (cell-based bioassay) relative to reference standard,potency by cell-based bioassay,nan
477,biological_assay,potency (cell-based bioassay),potency by cell-based bioassay,nan
478,biological_assay,cell-based bioassay (potency relative to reference material),potency by cell-based bioassay,nan
479,p_m15709,bioassay - cell based,potency by cell-based bioassay,nan
480,gbl_250739,cell-based bioassay,potency by cell-based bioassay,nan
481,bioassay,cell-based bioassay potency,potency by cell-based bioassay,nan
482,250193_prot_cont,protein concentration sample reading 3,protein concentration (a280),nan
483,protein_concentration_nocalc_3,protein concentration (a280) nivolumab,protein concentration (a280),nan
484,protein_concentration_no_calc,protein concentration (a280) relatlimab,protein concentration (a280),nan
485,protein_concentration,protein concentration: a280 (result),protein concentration (a280),nan
486,protein_concentration,protein concentration: a280 (result),protein concentration (a280),nan
487,protein_concentration_nocalc_2,protein concentration (a280) relatlimab,protein concentration (a280),nan
488,protein_concentration_no_calc,a280 concentration(protein concentration),protein concentration (a280),nan
489,p_m15790,total protein concentration (a280),protein concentration (a280),nan
490,protein_concentration_no_calc,protein concentration: a280 percent of label claim,protein concentration (a280),nan
491,protein_concentration_no_calc,total protein concentration (a280),protein concentration (a280),nan
492,protein_concentration_nocalc_2,protein concentration (a280) ipilimumab,protein concentration (a280),nan
493,protein_concentration_nocalc_3,protein concentration (a280) relatlimab,protein concentration (a280),nan
494,protein_concentration_nocalc_2,protein concentration (a280) nivolumab,protein concentration (a280),nan
495,protein_concentration_nocalc_2,protein concentration (a280) anti-lag3,protein concentration (a280),nan
496,protein_concentration_nocalc_2,protein concentration (a280) relatlimab,protein concentration (a280),nan
497,bio_protein_conc_solo_vpe,protein concentration (a280) nivolumab (fio),protein concentration (a280),nan
498,protein_concentration_no_calc,protein concentration a280,protein concentration (a280),nan
499,bio_protein_concentration,protein concentration (a280) relatlimab (fio),protein concentration (a280),nan
500,protein_concentration_no_calc,protein concentration (a280),protein concentration (a280),nan
501,protein_concentration,protein concentration (a280) relatlimab,protein concentration (a280),nan
502,protein_concentration,protein concentration (a280) nivolumab,protein concentration (a280),nan
503,protein_concentration,protein concentration (a280),protein concentration (a280),nan
504,bio_protein_concentration,total protein concentration (a280),protein concentration (a280),nan
505,protein_concentration_no_calc,protein concentration (a280) ipilimumab,protein concentration (a280),nan
506,protein_concentration_no_calc,protein concentration (a280) nivolumab,protein concentration (a280),nan
507,protein_concentration,protein concentration (a280) relatlimab,protein concentration (a280),nan
508,protein_concentration_no_calc,identity (protein concentration (a280)),protein concentration (a280),nan
509,protein_concentration_no_calc,identity-protein concentration (a280),protein concentration (a280),nan
510,bio_protein_conc_solo_vpe,protein concentration: a280,protein concentration (a280),nan
511,protein_concentration_nocalc_2,protein concentration:  a280,protein concentration (a280),nan
512,bio_protein_concentration,total protein concentration (a280),protein concentration (a280),nan
513,bio_protein_concentration,protein concentration (a280),protein concentration (a280),nan
514,protein_concentration_no_calc,identity - protein concentration (a280),protein concentration (a280),nan
515,protein_concentration_no_calc,protein concentration (a280),protein concentration (a280),nan
516,protein_concentration_no_calc,protein concentration (a280) for potency determination,protein concentration (a280),nan
517,protein_concentration_no_calc,protein concentration: a280 (percent of label),protein concentration (a280),nan
518,protein_concentration_no_calc,protein concentration - a280,protein concentration (a280),nan
519,protein_concentration_nocalc_2,protein concentration (a280) lag3,protein concentration (a280),nan
520,protein_concentration,protein concentration (a280) nivolumab,protein concentration (a280),nan
521,protein_concentration_no_calc,identity (protein concentration) (a280),protein concentration (a280),nan
522,bio_protein_concentration,protein concentration: a280,protein concentration (a280),nan
523,protein_concentration_no_calc,protein concentration: a280,protein concentration (a280),nan
524,protein_content_no_calc,protein concentration a280,protein concentration (a280),nan
525,bio_protein_conc_solo_vpe,protein concentration (a280),protein concentration (a280),nan
526,protein_concentration_no_calc,protein concentration:a280,protein concentration (a280),nan
527,protein_concentration_nocalc_2,identity: protein concentration (a280),protein concentration (a280),nan
528,protein_concentration,protein concentration: a280,protein concentration (a280),nan
529,95007424_prot_cont,protein concentration,protein concentration (a280),nan
530,c_95007424,prot content uv 280nm_reading 3,protein concentration (a280),nan
531,95007424_prot_cont,protein concentration uv a280 nm,protein concentration (a280),nan
532,c_95007424,prot concentration uv 280 nm_rep 3,protein concentration (a280),nan
533,95007424_system,absorbance at 280 std 4 second bracket,protein concentration (a280),nan
534,protein_concentration_nocalc_2,protein concentration - a280,protein concentration (a280),nan
535,sds_page,sds-page (non-reduced) purity of minor  band,sds-page (non-reduced) purity,nan
536,sds_page,sds-page (non-reduced) purity  of minor band 2,sds-page (non-reduced) purity,nan
537,sds_page,sds-page (non-reduced) purity of minor band 3,sds-page (non-reduced) purity,nan
538,sds_page,sds-page (non-reduced) purity all minor bands,sds-page (non-reduced) purity,nan
539,sds_page,sds-page (non-reduced) purity of minor band 1,sds-page (non-reduced) purity,nan
540,sds_page,sds-page (non-reduced) purity of all minor band 2,sds-page (non-reduced) purity,nan
541,sds_page,sds-page (non-reduced) purity of  minor band 5,sds-page (non-reduced) purity,nan
542,sds_page,sds-page (non-reduced) purity of all minor band 1,sds-page (non-reduced) purity,nan
543,sds_page,sds-page (non-reduced) purity of minor band 10,sds-page (non-reduced) purity,nan
544,sds_page,sds-page (non-reduced) purity of minor band 11,sds-page (non-reduced) purity,nan
545,sds_page,sds-page (non-reduced) purity of major band,sds-page (non-reduced) purity,nan
546,sds_page,sds-page (non-reduced) purity of minor band 1,sds-page (non-reduced) purity,nan
547,sds_page,sds-page (non-reduced) purity of minor band 2,sds-page (non-reduced) purity,nan
548,sds_page,sds-page (non-reduced) % purity of major band,sds-page (non-reduced) purity,nan
549,sds_page,sds-page (non-reduced) purity of minor band 3,sds-page (non-reduced) purity,nan
550,sds_page,sds-page (non-reduced) purity of minor  band 3,sds-page (non-reduced) purity,nan
551,sds_page,sds-page (non-reduced) purity of minor band,sds-page (non-reduced) purity,nan
552,sds_page,sds-page (non-reduced) purity minor band 2,sds-page (non-reduced) purity,nan
553,sds_page,sds-page (non-reduced) purity minor band 1,sds-page (non-reduced) purity,nan
554,sds_page,sds-page (non-reduced) purity of major band relative to ref,sds-page (non-reduced) purity,nan
555,sds_page,sds-page (non-reduced) purity of  minor band 1,sds-page (non-reduced) purity,nan
556,sds_page,sds-page (non-reduced) purity,sds-page (non-reduced) purity,nan
557,sds_page,sds-page (non-reduced) purity of  minor band 4,sds-page (non-reduced) purity,nan
558,sds_page,sds-page (non-reduced) purity of  minor band 2,sds-page (non-reduced) purity,nan
559,sds_page,sds-page (non-reduced) purity  of minor band 6,sds-page (non-reduced) purity,nan
560,sds_page,sds-page (non-reduced) purity of minor band 9,sds-page (non-reduced) purity,nan
561,sds_page,sds-page (non-reduced) purity of minor  band,sds-page (non-reduced) purity,nan
562,sds_page,sds-page (non-reduced) purity of all minor band 3,sds-page (non-reduced) purity,nan
563,sds_page,sds-page (non-reduced) purity of major band,sds-page (non-reduced) purity,nan
564,sds_page,sds-page-reduced cumulative purity of heavy and light chains,sds-page (reduced) purity,nan
565,250495,sds coo nonreduced major band 1dp,sds-page (non-reduced) purity,nan
566,sds_page,sds-page (red) purity of heavy chain relative to ref std,sds-page (reduced) purity,nan
567,sds_page,sds-page (non-reduced) mw of major band relative to ref std,sds-page (non-reduced) purity,nan
568,sds_page,ce-sds non reduced - monomer band,sds-page (non-reduced) purity,nan
569,sds_page,sds-page (non-reduced) purity of minor  band 2,sds-page (non-reduced) purity,nan
570,sds_page,sds-page (non-reduced)purity of minor band 2,sds-page (non-reduced) purity,nan
571,sds_page,sds-page (non-reduced) purity of minor band 4,sds-page (non-reduced) purity,nan
572,sds_page,sds-page (non-reduced) purity of minor band 8,sds-page (non-reduced) purity,nan
573,sds_page,sds-page (non-reduced)purity of minor band 3,sds-page (non-reduced) purity,nan
574,sds_page,sds-page (non-reduced) purity of minor band 5,sds-page (non-reduced) purity,nan
575,sds_page,sds-page (non-reduced) purity of all minor bands,sds-page (non-reduced) purity,nan
576,sds_page,sds-page (non-reduced) purity of minor band 6,sds-page (non-reduced) purity,nan
577,sds_page,sds-page (non-reduced)purity of minor band 1,sds-page (non-reduced) purity,nan
578,sds_page,sds-page (non-reduced) purity minor band 4,sds-page (non-reduced) purity,nan
579,sds_page,sds-page (non-reduced) purity of minor band 7,sds-page (non-reduced) purity,nan
580,sds_page,sds-page (non-reduced) purity of minor  band 1,sds-page (non-reduced) purity,nan
581,250192_sds_page,purity major bands nonreduced,sds-page (non-reduced) purity,nan
582,sds_page,sds-page (non-reduced) purity minor band 3,sds-page (non-reduced) purity,nan
583,sds_page,sds-page (reduced) purity of minor band 4,sds-page (reduced) purity,nan
584,sds_page,sds-page (reduced) purity of all minor band 3,sds-page (reduced) purity,nan
585,sds_page,sds-page (reduced) purity of light chain,sds-page (reduced) purity,nan
586,sds_page,sds-page (reduced) purity of all minor band 5,sds-page (reduced) purity,nan
587,sds_page,sds-page (reduced) purity of all minor band 2,sds-page (reduced) purity,nan
588,sds_page,sds-page (reduced) purity of minor band 2,sds-page (reduced) purity,nan
589,sds_page,sds-page (reduced) purity of minor band 1,sds-page (reduced) purity,nan
590,sds_page,sds-page (reduced) purity of minor band 3,sds-page (reduced) purity,nan
591,sds_page,sds-page (reduced) purity of all minor band 4,sds-page (reduced) purity,nan
592,sds_page,sds-page (reduced) purity of minor band 1,sds-page (reduced) purity,nan
593,sds_page,sds-page (reduced) purity of minor band 3,sds-page (reduced) purity,nan
594,sds_page,sds-page (reduced) purity of minor band 5,sds-page (reduced) purity,nan
595,sds_page,sds-page (reduced) purity of heavy chain rel to ref std,sds-page (reduced) purity,nan
596,sds_page,sds-page (reduced)_1 [results] purity non-main bands <bsa,sds-page (reduced) purity,nan
597,sds_page,sds-page (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
598,sds_page,sds-page (reduced)  purity of heavy and light chains,sds-page (reduced) purity,nan
599,sds_page,sds-page (reduced) purity of minor band 2,sds-page (reduced) purity,nan
600,sds_page,sds-page (reduced) purity of light chain rel to ref std,sds-page (reduced) purity,nan
601,sds_page,sds-page (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
602,sds_page,sds-page (reduced) purity of heavy chain relative to ref std,sds-page (reduced) purity,nan
603,sds_page,sds-page (reduced) purity minor band 3,sds-page (reduced) purity,nan
604,sds_page,sds-page (reduced) purity of heavy chain,sds-page (reduced) purity,nan
605,sds_page,sds-page (reduced) purity heavy & light chain,sds-page (reduced) purity,nan
606,sds_page,sds-page (reduced) purity of light chain relative to ref std,sds-page (reduced) purity,nan
607,sds_page,sds-page (reduced) purity minor band 2,sds-page (reduced) purity,nan
608,sds_page,sds-page (reduced) purity of heavy chain relative to ref std,sds-page (reduced) purity,nan
609,sds_page,sds-page (reduced) purity minor band 1,sds-page (reduced) purity,nan
610,sds_page,sds-page (reduced) purity of light chain relative to ref std,sds-page (reduced) purity,nan
611,sds_page,sds-page (reduced) purity of minor band 9,sds-page (reduced) purity,nan
612,sds_page,sds-page (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
613,sds_page,sds-page (reduced)purity of all minor band 1,sds-page (reduced) purity,nan
614,sds_page,sds-page (reduced) purity of minor band 4,sds-page (reduced) purity,nan
615,sds_page,sds-page (reduced) purity of minor band 5,sds-page (reduced) purity,nan
616,sds_page,sds-page (reduced) purity of minor band 7,sds-page (reduced) purity,nan
617,sds_page,sds-page (reduced) purity of minor band 6,sds-page (reduced) purity,nan
618,sds_page,sds-page (reduced) purity of minor band 8,sds-page (reduced) purity,nan
619,sds_page,sds-page (reduced) purity of minor band 10,sds-page (reduced) purity,nan
620,sds_page,sds-page (reduced) purity of heavy and light chain,sds-page (reduced) purity,nan
621,sds_page,sds-page (reduced) sum of purity of heavy and light chains,sds-page (reduced) purity,nan
622,250657_size_homog,monomer,se-hplc monomer,nan
623,250657_size_homog,hmw,se-hplc hmw,nan
624,250657_size_homog,lmw,se-hplc lmw,nan
625,y_uspo8205_sec,lmw,se-hplc lmw,nan
626,se_hplc_4,se-hplc hmw species (cumulative area),se-hplc hmw,nan
627,se_hplc,hmw retention time (result),se-hplc hmw,nan
628,se_hplc,lmw retention time (result),se-hplc lmw,nan
629,se_hplc_4,se-hplc hmw (area) peak 3,se-hplc hmw,nan
630,se_hplc,se-hplc- hmw,se-hplc hmw,nan
631,bio_se-hplc,se-hplc high molecular weight(hmw) species,se-hplc hmw,nan
632,se_hplc,se-hplc hmw species,se-hplc hmw,nan
633,se_hplc,se-hplc hmw,se-hplc hmw,nan
634,se_hplc_4,se-hplc high molecular weight (hmw) species,se-hplc hmw,nan
635,se_hplc_2,se-hplc hmw,se-hplc hmw,nan
636,bio_se-hplc,se-hplc hmw,se-hplc hmw,nan
637,se_hplc_2,se-hplc high molecular weight (hmw) species,se-hplc hmw,nan
638,bio_se-hplc,se-hplc hmw species,se-hplc hmw,nan
