,Analysis,Attribute,parent_class,parent_class_prob
398,Y_250192_SDS,NonRed: Belatacept Major Band,0,0.99941146
399,Y_SM_250519_R,RM B7 BINDING SPR,4,0.99812645
400,250626_CE_SDS_REDUC,LC LIGHT CHAIN,0,0.9994399
401,95007424_PROT_CONT,PROTEIN CONCENTRATION,6,0.9951415
402,249699_BELA,MIG TIME DIFFERENCE SSS1SSS2 ABATACEPT,6,0.5485024
403,95007433_PART_MATT,TOTAL PARTICLE CONTAINER 25 MICRONS,3,0.99066013
404,249699_BELA,MIG TIME SSS2 BELATACEPT,2,0.50830626
405,249699_CAP_ELECT,MIG TIME DIFFERENCE ABABEL IN SSS2,0,0.5999203
406,249491_BET_BEFORE,BACTERIAL ENDOTOXINS BEFORE PF,4,0.9744323
407,D_250593,PI GROUP 1,1,0.4811487
408,249699,MIG TIME DIFFERENCE SSS2RWS ABATACEPT,6,0.5626591
409,M00004297_VIS_PART,FINAL READING LIGHT INTENSITY,3,0.6418644
410,249699_BELA,MIG TIME DIFFERENCE SSS1RWS ABATACEPT,6,0.52574944
411,Y_SM_95007421_R,RM SIZE HOMOGENEITY MONOMER  1DECPT,2,0.9931136
412,Y_250191_HMG,Monomer,2,0.9948836
413,Y_SM_250735_R,GROUP 1,1,0.4048359
414,Y_SM_250657,HMW,2,0.9933234
415,M00004297_VIS_PART,VIALS WITH VISIBLES PARTICULATES,0,0.9500532
416,Y_SM_250735_R,PEAK M6,1,0.900895
417,249699_BELA,MIG TIME DIFFERENCE SSS2RWS ABATACEPT,2,0.38355273
418,249699,MIG TIME DIFFERENCE ABABEL IN SSS1,0,0.62078553
419,D_250598,MONOMER_0DP,7,0.45011434
420,249699,MIG TIME DIFFERENCE SSS2RWS BELATACEPT,6,0.5059569
421,95007424_SYSTEM,% RSD INITIAL BRACKET,2,0.9291841
422,P_M20656,METHOD VERSION,2,0.35019344
423,Y_250207_IL2,Bioassay,4,0.99766785
424,Y_250196_B7B,B7 Binding,4,0.99799746
425,D_250735,PI GROUP 2,1,0.35335672
426,249491_BET_PRE-FILT,BACTERIAL ENDOTOXINS PRE FILTRATION,4,0.97148335
427,249699_BELA,MIG TIME SSS1 ABATACEPT,6,0.67705566
428,P_M20812,POLYSORBATE 80,7,0.97152764
429,P_MTD-10447,BASIC GROUP,1,0.87925756
430,R_ABA_SDSPAGESINRED,SDSPAGE Sin Red Bandas Inesperadas (ind),0,0.9985825
431,249491_BET_FINISHED,BACTERIAL ENDOTOXINS FINISHED,4,0.9306701
432,Y_SM_250197_R,RM SIALIC ACID NGNA 1DECPT,0,0.92814195
433,Y_SM_250658_R,RM CEX ACIDIC GROUP,1,0.99947184
434,D_M00002527,ADDITIONAL BANDS > 0.5% REDUCED,0,0.9894093
435,D_250593,PEAK M3,1,0.5940124
436,250580_TOTAL_PROT,RM1 CONCENTRATION INITIAL,6,0.99289495
437,250658_CATION_EXCH,RT PEAK 1 SAMPLE,1,0.9989889
438,250580_TOTAL_PROT,SAMPLE 2 CONCENTRATION,6,0.98689085
439,Y_SM_95009822_R,QC IL 2 INHIBITION ASSAY AVG POT,4,0.9967836
440,Y_250193_UV,Protein Concentration,6,0.9950795
441,P_M20687,METHOD VERSION,2,0.37947077
442,P_M20659,SUM OF MINOR PEAKS >=QL,1,0.94923186
443,M00004297_VIS_PART,INITIAL READING LIGHT INTENSITY,3,0.6323295
444,Y_SM_250192_R,RM SDS COO NONREDUCED ADDITIONAL BAND,0,0.9993104
445,Y_SM_250658,RM CEX PEAK 3,1,0.9994522
446,250682_DRUG_CONT_ELO,RM PAAD,4,0.29820037
447,250658_CATION_EXCH,ACIDIC FRONT,1,0.99921
448,R_OPDIVOINY_SEC,MonÃ²mero Liberacion,2,0.5987765
449,D_95007433,PARTICULATE MATTER >=25 MICRONS,3,0.99200165
450,Y_SM_250197_R,SIALIC ACID NANA,0,0.8905779
451,249699_ID_ABATAC,MIG TIME SSS1 BELATACEPT,6,0.3905968
452,Y_SM_250657_R,RS MONOMER,2,0.9899532
453,P_M20656,MONOMER,0,0.35856843
454,P_M20657,METHOD_VERSION,2,0.6450493
455,P_M20656,HMW,2,0.9007618
456,Y_SM_250192_R,SDS COO NONREDUCED MAJOR BAND,0,0.9994998
457,R_OPDIVOINY_SEC,Especies de alto peso molecular,1,0.68631977
458,R_NULOJIX-SDSREDUCID,Pureza banda mayor,0,0.43339664
459,R_NULOJIX_SEC,MonÃ³mero,7,0.6121268
460,R_NULOJIX_SDSSINRED,Pureza banda mayor,1,0.40283114
461,P_M20635,MINOR PEAK 1 => QL,3,0.43936294
462,Y_SM_250197_R,SIALIC ACID NGNA,0,0.9008519
463,250626_CE_SDS_NO_RE,HHL FRAGMENT OF IGG,0,0.9994615
464,D_250593,PEAK M1,1,0.8552407
465,P_M20635,PURITY,0,0.9941748
466,Y_SM_250658,CEX PEAK 2 0 DECPT,1,0.9994398
467,JP_PH,PH,5,0.9980399
468,D_JP_PH,PH,5,0.9980399
469,Y_SM_250658_R,CEX SUM OF PEAKS 3 4 AND 5,1,0.99952984
470,P_M20635,RRT MINOR PEAK 2 => QL,6,0.47372663
471,Y_250396_SDS,Reduced: Cumulative Purity,0,0.999522
472,D_M00001099,HEAVY CHAIN,1,0.25798956
473,249699,MIG TIME SSS2 ABATACEPT,6,0.64218515
474,D_250658,PEAK 3,1,0.4949751
475,P_M20659,HC,5,0.3875351
476,P_M20659,RRT MINOR PEAK 1 => QL,6,0.44717443
477,P_M20635,RRT MINOR PEAK 1 => QL,6,0.44971937
478,Y_SM_250192_R,RM SDS COO NONREDUCED MAJOR BAND,0,0.9993549
479,Y_SM_95007441_R,RM B7 BINDING  SPR,4,0.9981229
480,250626_CE_SDS_REDUC,NGHC NON GLYCOSYLATED HEAVY CHAIN,0,0.99948967
481,Y_SM_95007421_R,SIZE HOMOGENEITY LMW SPECIES  1DECPT,2,0.9899158
482,250626_CE_SDS_NO_RE,PURITY OF MAJOR PEAK,0,0.99950016
483,P_M20657,ACIDIC GROUP,1,0.747463
484,D_250495,ADDITIONAL BANDS > 0.5% REDUCED,0,0.9948895
485,D_M00003787,PROT_CONC_MG_ML_1DP,6,0.7813143
486,249699,MIG TIME ABATACEPT RWS,1,0.5093799
487,M00004297_VIS_PART,TOTAL NO PARTICLES OBSERVED,3,0.9899018
488,249699_BELA,MIG TIME DIFFERENCE SSS2RWS BELATACEPT,2,0.72122276
489,Y_SM_250359A_R,PROTEIN CONCENTRATION UV A280 NM,6,0.99503255
490,250629_POT_ELISA_P2,SS 2 SPL 2 REGRESSION P VALUE,4,0.9921968
491,Y_SM_250197_R,RM SIALIC ACID NANA,0,0.9592382
492,D_M00003071,PH,5,0.99804
493,95007424_SYSTEM,Ci,6,0.48944324
494,Y_SM_250197_R,RM SIALIC ACID NGNA,0,0.9454902
495,249699_ID_ABATAC,MIG TIME DIFFERENCE SSS2RWS BELATACEPT,2,0.62034476
496,95007421_SIZE_HOMOG,MONOMER,2,0.9984047
497,Y_SM_95009822_R,IL 2 INHIBITION ASSAY BIOASSAY,4,0.9980526
498,249699,MIG TIME DIFFERENCE ABABEL IN SSS2,0,0.74480206
499,Y_SM_250735_R,PEAK M4,1,0.8948374
500,Y_SM_250735_R,GROUP 2,7,0.34502247
501,249699_CAP_ELECT,MIG TIME BELATACEPT RWS,2,0.95457214
502,Y_SAM_A280,PROTEIN CONC A280 SAMSUNG,6,0.9884764
503,R_ABA_SEC,SEC-Especies de bajo peso molecular,1,0.46695212
504,Y_SM_250658_R,CEX ACIDIC GROUP 0 DECPT,1,0.99947613
505,249699_BELA,MIG TIME SSS2 ABATACEPT,6,0.5288786
506,R_ABA_SDSPAGERED,SDSPAGE Red Banda mayoritaria,0,0.93799245
507,95007424_PROT_CONT,PROTEIN CONCENTRATION SAMPLE READING 1,6,0.99504954
508,249699_ID_ABATAC,MIG TIME DIFFERENCE SSS1SSS2 ABATACEPT,6,0.42164093
509,Y_SM_250192_R,RM SDS COO REDUCED MAJOR BAND,0,0.9994899
510,95007433_PART_MATT,TOTAL PARTICLE CONTAINER 10 MICRONS,3,0.9906747
511,Y_SM_95007423_R,SDS COO REDUCED MAJOR BAND,0,0.9995234
512,249699_CAP_ELECT,MIG TIME DIFFERENCE SSS1RWS ABATACEPT,6,0.44425437
513,95007423_SDS_PAGE,SDS C00M ST NONREDUCED ABAT MAJOR BAND,0,0.9994649
514,Y_SM_95007424_R,RM PROTEIN CONC UV A280 1DECPT,6,0.98837435
515,Y_SM_250684_R,REDUCED HEAVY CHAIN 1DECPT,0,0.914886
516,249699_BELA,MIG TIME DIFFERENCE SSS1RWS BELATACEPT,6,0.39182878
517,Y_SM_250357_R,SIZE HOMOGENEITY MONOMER 1DECPT,2,0.9861377
518,Y_SM_250657_R,LMW,2,0.99763596
519,Y_SM_250207_R,RM IL2 INHIBITION ASSAY BIOASSAY,4,0.998064
520,95009822_HUMAN_CELL,HUMAN CELL IL 2 INH ASSAY RESULT 70 140,4,0.9887827
521,95007425_ISOE_FOCUS,PI RANGE 4.3 TO 5.3 CUM. BANDS INTENSITY,1,0.8729824
522,Y_SM_250658,CEX SUM OF PEAKS 3 4 AND 5,1,0.9995301
523,95007421_SIZE_HOMOG,HIGH MOLECULAR WEIGHT SPECIES <=4.0,2,0.9985305
524,95007424_SYSTEM,ABSORBANCE AT 280 STD 3 INITIAL BRACKET,6,0.9904308
525,250580_TOTAL_PROT,RM DIFFERENCE FINAL VS INITIAL,6,0.32123926
526,249699_BELA,MIG TIME DIFFERENCE SSS1SSS2 BELATACEPT,6,0.5496621
527,249699_BELA,MIG TIME BELATACEPT RWS,2,0.9636103
528,250684_CE_SDS_REDUC,SS RSD RM INIT INJECTION,0,0.9990645
529,Y_SM_250473_R,RM GROUP 3 pI 5.55 to 6.05,0,0.22431915
530,249699_BELA,MIG TIME DIFFERENCE ABABEL IN SSS1,0,0.598468
531,Y_SM_250658_R,RM CEX PEAK 3,1,0.99944943
532,Y_SM_95009822_R,EC50-1,6,0.4278339
533,P_M20659,PURITY,0,0.9923218
534,Y_SM_95007441_R,B7 QC's,3,0.65586
535,Y_SM_250657_R,HMW,2,0.9963921
536,Y_SM_250658_R,CEX PEAK 4,1,0.99948835
537,D_M00004364,ADDITIONAL BANDS GT 1.0 PERCENT REDUCED,0,0.9570145
538,Y_SM_250359_R,RM PROTEIN CONCENTRATION,6,0.9950039
539,95007425_ISOE_FOCUS,PI RANGE 4.5 TO 5.2 PROMINENT BANDS,1,0.5933495
540,95007421_SIZE_HOMOG,LOW MOLECULAR WEIGHT SPECIES,2,0.99904245
541,95007425_ISOE_FOCUS,PI 4.5 OR PROXIMITY VISIBLE BANDS,1,0.53824
542,M00004106_FUNC_TEST,TEMPERATURE READING,5,0.31967616
543,95007424_SYSTEM,VF,6,0.6016842
544,95007423_SDS_PAGE,SDS C00M ST REDUCED ABAT MAJOR BAND,0,0.99949205
545,M00004106_FUNC_TEST,VOLUME STANDARD DEVIATION,3,0.3678992
546,Y_SM_250658_R,CEX PEAK 2 0 DECPT,1,0.9994429
547,95007424_PROT_CONT,SC PROTEIN CONCENTRATION SMPLE READING 2,6,0.99431276
548,250548_HUMAN_CELL,HUMAN CELL IL2 INH ASSAY RESULT 70 130,4,0.9905289
549,95007424_PROT_CONT,PROTEIN CONCENTRATION PERCENT,6,0.99504423
550,95009822_HUMAN_CELL,HUMAN CELL IL-2 INHIBITION ASSAY RESULT,4,0.9961522
551,249699_ID_ABATAC,RESULT BOTTLE COMPARED WITH SSS1,0,0.41329098
552,Y_SM_250658,RM CEX ACIDIC GROUP 0 DECPT,1,0.99946064
553,249699_ID_ABATAC,MIG TIME DIFFERENCE SSS1RWS BELATACEPT,2,0.3871575
554,250626_CE_SDS_REDUC,PURITY HEAVY AND LIGHT CHAIN PEAKS,0,0.99948263
555,P_M13461,METHOD VERSION,0,0.25111634
556,249699_BELA,MIG TIME ABATACEPT RWS,2,0.72652394
557,95009822_HUMAN_CELL,HUMAN CELL IL 2 INH ASSAY RESULT 70 150,4,0.98827785
558,Y_SM_250735_R,GROUP 2A,1,0.41897836
559,Y_USPO8224_PTE,Potency ELISA,4,0.99825245
560,Y_SM_250495_R,SDS COO NONREDUCED SINGLE CHAIN,0,0.9994886
561,Y_SM_250435_R,RM ACIDIC REGION,6,0.70696586
562,Y_USPO8212_SDS,Reduced: Cumulative Purity,0,0.99952114
563,Y_USPO8215_BDA,Binding Activity,4,0.998106
564,Y_USPO610_PAR,Equal/Greater-than 10 Microns,3,0.9692898
565,249699_ID_ABATAC,MIG TIME SSS1 ABATACEPT,6,0.538235
566,P_M15647,HIGH MOLECULAR WEIGHT SPECIES,2,0.9976198
567,P_M13173,IPILIMUMAB PROT CONCENTRATION,6,0.9917169
568,Y_MTD10212_BIA,Bioassay,4,0.99772733
569,R_OPDIVOINY_SEC,SEC-MonÃ³mero LiberaciÃ³n,2,0.42062452
570,Y_MTD10237_CESDS,Non-Reduced: Major Band,0,0.99773407
571,Y_USPO8212_SDS,Non-Reduced: Major Band,0,0.99952114
572,249699_BELA,MIG TIME DIFFERENCE ABABEL IN SSS2,0,0.59640026
573,M00004106_FUNC_TEST,DELIVERED VOLUME RESULT,1,0.40111962
574,P_M15709,BIOASSAY - CELL BASED,4,0.99801505
575,Y_SM_250495_R,SDS COO REDUCED MAJOR BAND,0,0.9995308
576,Y_SM_250473_R,GROUP 2 (pI 4.80-5.30),7,0.28473657
577,D_M00000094,NG-HEAVY CHAIN,0,0.68187946
578,P_M15651,NIVOLUMAB MAIN PEAK,1,0.99689734
579,M00004106_VIS_INSP,TOTAL NUM ASSEMBLED COMB PRODUCTS (ACP),2,0.9690768
580,R_YERVOY_CEX,Region acida,1,0.9993267
581,Y_SM_250473_R,NEW GROUP 2 (pI 5.76-6.05),3,0.33370137
582,95007424_SYSTEM,Vf,6,0.6016842
583,P_M15647,METHOD VERSION,2,0.3997077
584,M00004106_FUNC_TEST,AVERAGE DELIVERED VOLUME,1,0.66849154
585,249699_ID_ABATAC,MIG TIME DIFFERENCE SSS1SSS2 BELATACEPT,1,0.33862692
586,249699_ID_ABATAC,MIG TIME BOTTLE,1,0.41997457
587,95007421_SIZE_HOMOG,HIGH MOLECULAR WEIGHT SPECIES <=3.5,2,0.99842453
588,T_249491_BET,ENDOTOXINA_BACTERIANA_0_20_UE/MG,4,0.8927222
589,D_M00000094,TOTAL PURITY,0,0.9969734
590,P_M15648,QUANTITATION LIMIT,1,0.46325916
591,M00004294_VIS_PARTI,VIALS WITH VISIBLES PARTICULATES,0,0.9556702
592,Y_SM_250432_R,PH 1 DECPT,5,0.9979715
593,95007424_PROT_CONT,Vi,6,0.56062925
594,Y_SM_250357_R,RM SIZE HOMOGENEITY MONOMER 1DECPT,2,0.9973111
595,250682_DRUG_CONT_ELO,RM2 CONCENTRATION INITIAL,6,0.97683185
596,250626_CE_SDS_NO_RE,NGIGG NON GLYCOSYLATED IGG ISOFORM,0,0.99948704
597,Y_GM_95009656_R,OSMOLALITY,6,0.50349456
598,Y_SM_M00001098_R,SUM OF MINOR PEAKS 1 DECPT,1,0.986331
599,PARTICLE_MATTER,TOTAL PARTICULATE CONTAINER 25Âµ,3,0.99214786
600,250580_TOTAL_PROT,SAMPLE 1 CONCENTRATION,6,0.97992253
601,95007424_PROT_CONT,PROTEIN CONCENTRATION UV A280 NM,6,0.9951107
602,D_M00000094,LIGHT CHAIN,6,0.4078013
603,P_M15648,LIGHT CHAIN,1,0.49497846
604,249699_ID_ABATAC,MIG TIME SSS2 ABATACEPT,6,0.38514695
605,M00004106_FUNC_TEST,RELATIVE HUMIDITY %,5,0.34691623
606,95007421_SIZE_HOMOG,HIGH MOLECULAR WEIGHT SPECIES,2,0.99902785
607,95007424_SYSTEM,BASELINE CHECK ABSORBANCE VALUE,6,0.87026715
608,Y_SM_250658,RM CEX PEAK 4,1,0.9994635
609,95007424_PROT_CONT,% DIFFERENCE SAMPLE READING 3,6,0.8649217
610,Y_250432_PH,pH at 4 +/ -1 degree C,5,0.99801934
611,Y_USPO610_PAR,Equal/Greater-than 25 Microns,3,0.9718174
612,Y_SM_250435_R,MAIN PEAK,1,0.9974891
613,Y_SM_250357_R,SIZE HOMOGENEITY HMW 1DECPT,2,0.9982685
614,Y_GM_95009656,OSMOLALITY,6,0.54220504
615,250682_DRUG_CONT_ELO,RM DIFFERENCE FINAL VS INITIAL,6,0.2404231
616,Y_SM_95007421_R,RM SIZE HOMOGENEITY HMW SPECIES  1DECPT,2,0.9971836
617,M00004106_FUNC_TEST,BUTTON ACTIVATION FORCE RESULT,2,0.68814546
618,Y_SM_M00001099_R,RM LIGHT CHAIN 3 1DECPT,2,0.32724825
619,95007424_PROT_CONT,PROTEIN CONCENTRATION SAMPLE READING 2,6,0.99505424
620,Y_SM_250398_R,BINDING ACTIVITY,4,0.9981186
621,M00004294_VIS_PARTI,LIGHT INTENSITY INITIAL READING,3,0.46350414
622,D_M00004364,ADDITIONAL BANDS GT 1.0 PERCENT NONRED,0,0.7068845
623,250658_CATION_EXCH,RM PEAK 1 % PEAK AREA 6 REPLICATES,1,0.99920875
624,Y_SM_250657_R,MONOMER,2,0.91655475
625,249699_ID_ABATAC,MIG TIME DIFFERENCE ABABEL IN SSS1,2,0.42252144
626,95007423_SDS_PAGE,SDS C00M ST REDUCED IND UNEXP NEW BAND,0,0.9994715
627,D_M00000093,MINOR_1DP,7,0.7667145
628,Y_SM_95007424_R,RM PROTEIN CONTENT UV A280,6,0.9942042
629,249699_ID_ABATAC,RESULT BOTTLE COMPARED WITH SSS2,2,0.46313363
630,Y_SM_95007424_R,PROTEIN CONTENT UV A280 MG/ML,6,0.99419796
631,Y_SM_250359A_R,RM PROTEIN CONCENTRATION,6,0.99502546
632,M00004106_FUNC_TEST,DELIVERED TIME K VALUE,2,0.5879511
633,250195_PART_MATT,TOTAL PARTICLE CONTAINER 10 MICRONS,3,0.99089617
634,Y_SM_250658_R,CEX PEAK 2,1,0.99948704
635,P_M15648,REL RETENTION TIME  MINOR PEAK 6 => LOQ,2,0.7649083
636,Y_250602_PAR,Particles <=10 mu,3,0.9894043
637,P_M14769,METHOD VERSION,2,0.31346998
638,249699_ID_ABATAC,MIG TIME DIFFERENCE ABABEL IN SSS2,2,0.6233427
639,Y_SM_250357_R,RM SIZE HOMOGENEITY LMW 1DECPT,2,0.99903524
640,250192_SDS_PAGE,PURITY MAJOR BAND REDUCED,0,0.99951386
641,250193_PROT_CONT,PROTEIN CONCENTRATION UV A280 NM,6,0.99507785
642,250194_ISOE_FOCUS,PI 4.5 OR PROXIMITY,1,0.7273884
643,250207_HUMAN_CELL,HUMAN CELL IL 2 INHIBITION ASSAY,4,0.9960588
644,250196_B7_BINDING,B7 BINDING RESULT,4,0.9980446
645,250191_SIZE_HOMOG,LOW MOLECULAR WEIGHT SPECIES,2,0.9991555
646,P_M15720,METHOD_VERSION,2,0.7877917
647,Y_MTD10237_CESDS,Reduced: Cumulative Purity,0,0.9982413
648,Y_USPO11283_SEC,% Monomer,2,0.98510647
649,250684_CE_SDS_REDUC,SS RM1 PURITY HC AND LC PEAKS,0,0.9994469
650,R_NULOJIX_SEC,Especies de alto peso molecular,1,0.71138364
651,Y_SM_95007424_R,PROTEIN CONC UV A280 1DECPT,6,0.99002075
652,D_M00000093,LIGHT CHAIN,6,0.38237882
653,Y_SM_250600_R,P80 CONCENTRATION,6,0.9755339
654,249699_ID_ABATAC,MIG TIME DIFFERENCE SSS1RWS ABATACEPT,6,0.36412624
655,249699_ID_ABATAC,MIG TIME SSS2 BELATACEPT,2,0.56459326
656,95007423_SDS_PAGE,SS REF MATERIAL NON REDUCED MAJOR BAND,0,0.9994506
657,P_M13461,RELATLIMAB PROT CONCENTRATION,6,0.9904801
658,P_M14769,PROTEIN CONCENTRATION,6,0.9949858
659,249699_ID_ABATAC,MIG TIME DIFFERENCE SSS2RWS ABATACEPT,2,0.49484953
660,Y_SM_M00001099_R,SUM OF MINOR PEAKS 1 DECPT,1,0.9865089
661,250658_CATION_EXCH,PEAKS OBS BLK INJ MAX PEAK AREA,1,0.9994918
662,250685_BIND_ELISA,SAMPLE RELATIVE CONFIDENCE INTERVAL,4,0.99728453
663,P_M14651,MAIN PEAK,1,0.9982874
664,Y_SM_95007423_R,SDS COO NONREDUCED MAJOR BAND,0,0.9995091
665,250658_CATION_EXCH,RM TOTAL PEAK MAXIMUM,1,0.9992072
666,250683_CE_SDS_NON_RE,SS RSD RM INIT INJECTION,0,0.9992238
667,Y_SM_95011468_R,EC50-1,7,0.42933005
668,Y_SM_250658_R,RM CEX PEAK 1 0 DECPT,1,0.9994141
669,M00004106_FUNC_TEST,DELIVERED TIME RESULT,2,0.614583
670,95007424_PROT_CONT,SC % RSD,6,0.6965272
671,R_ABA_SEC,SEC-Especies de alto peso molecular,1,0.6840974
672,P_M14652,HIGH MOLECULAR WEIGHT SPECIES,2,0.9979639
673,95007424_SYSTEM,% DIFFERENCE FOR STD 6 SECOND BRACKET,2,0.5894219
674,Y_250398_BDA,Binding Activity [ELISA],4,0.9982687
675,Y_250396_SDS,Non-Reduced: Major Band,0,0.99952054
676,Y_SM_M00001099_R,Red: Purity heavy and light chain peaks,0,0.9926403
677,Y_SM_250658,RM CEX PEAK 1 0 DECPT,1,0.9994228
678,P_M15648,MINOR PEAK 3 => LOQ,3,0.37031043
679,P_M15648,REL RETENTION TIME  MINOR PEAK 9 => LOQ,2,0.71476954
680,Y_SM_250435_R,RM BASIC REGION,1,0.31660667
681,Y_USPO11917_ICIEF,Basic Peaks,1,0.9996038
682,P_M15648,REL RETENTION TIME  MINOR PEAK 5 => LOQ,2,0.7547734
683,250629_POT_ELISA_P2,SS 2 SPL 2 NON LINEAR LACK OF FIT,4,0.99447215
684,Y_SM_250435_R,ACIDIC REGION,6,0.4815778
685,250626_CE_SDS_REDUC,SS RM2 HC REL MIGRATATION TIME,0,0.99936515
686,250626_CE_SDS_NO_RE,SS RM2 LC,0,0.9994085
687,R_OPDIVOINY_SEC,SEC-Especies de alto peso molecular,1,0.48927265
688,D_250658,ACIDIC GROUP,1,0.7453889
689,Y_250435_CEX,Acidic Region,1,0.9991798
690,R_OPDIVOINY_SEC,Especies de bajo peso molecular,1,0.48589844
691,Y_SM_250435_R,RM MAIN PEAK,1,0.9889142
692,Y_SM_250398_R,QC RELATIVE POTENCY,4,0.9952917
693,250626_CE_SDS_NO_RE,SS RM1 HHL,0,0.9994254
694,Y_SM_95007421_R,SIZE HOMOGENEITY MONOMER  1DECPT,2,0.9339341
695,P_M15648,MINOR PEAK 5 => LOQ,3,0.35801777
696,250626_CE_SDS_NO_RE,LC LIGHT CHAIN,0,0.99947196
697,Y_SM_250495_R,SDS COO NONREDUCED MAJOR BAND,0,0.99949837
698,PARTICLE_MATTER,TOTAL PARTICLE COUNT 25Âµ,3,0.9915309
699,P_MTD-10447,ACIDIC GROUP,1,0.596784
700,Y_SM_250357_R,SIZE HOMOGENEITY LMW 1DECPT,2,0.99848336
701,P_M14472,RRT MINOR PEAK 6,1,0.49610597
702,P_M14651,METHOD VERSION,2,0.34005368
703,Y_SM_M00001098_R,NonRed: Purity major peak,0,0.9875568
704,Y_250357_HMG,HMW Species,2,0.99701285
705,250494_ISOE_FOCUS,PI GREATER THAN 5.3 DIFF,3,0.32440788
706,P_M20635,LC,5,0.32357886
707,P_M14651,ACIDIC SPECIES,5,0.49386063
708,Y_250359_UV,Protein Concentration,6,0.9950806
709,Y_SM_M00001098_R,RM LIGHT CHAIN 2 1DECPT,2,0.33012396
710,P_M14652,MONOMER,0,0.5349581
711,P_M14765,RRT MINOR PEAK 3,1,0.6180667
712,P_M14472,PURITY,0,0.98527235
713,Y_95011468_BIA,Bioassay,4,0.9975349
714,R_NULOJIX_SEC,Especies de bajo peso molecular,1,0.5719803
715,P_M14765,PURITY (LC+HC+NG-HC),0,0.997233
716,P_M14652,METHOD VERSION,2,0.3970238
717,Y_250546_VIS,Visible Particles,3,0.9903859
718,P_M20659,MINOR PEAK 1 => QL,3,0.4069327
719,Y_SM_M00001098_R,NonRed: Sum of undefined peaks,1,0.73071194
720,250629_POT_ELISA_P1,SS 1 SPL 1 REGRESSION P VALUE,4,0.99287814
721,Y_SM_M00002527_R,SDS COO REDUCED MAJOR BAND,0,0.99951696
722,PARTICLE_MATTER,AVERAGE PARTICLE COUNT 10Âµ,3,0.99167585
723,95007424_PROT_CONT,AMOUNT OF ABATACEPT DP PER VIAL,6,0.82360893
724,250684_CE_SDS_REDUC,LC LIGHT CHAIN,0,0.9994498
725,250735_ICIEF_BELA,SPL PEAK M1 RATIO,1,0.99940777
726,250626_CE_SDS_NO_RE,SUM OF UNIDENTIFIED PEAKS,0,0.9992642
727,250626_CE_SDS_NO_RE,IGG IMMUNOGLOBULIN,0,0.96970034
728,250192_SDS_PAGE,PURITY MAJOR BANDS NONREDUCED,0,0.9994823
729,250193_PROT_CONT,PROTEIN CONCENTRATION SAMPLE READING 3,6,0.9950009
730,250191_SIZE_HOMOG,MONOMER,2,0.9988925
731,95007421_SIZE_HOMOG,HIGH MOLECULAR WEIGHT SPECIES <=3.0,2,0.99849
732,Y_SM_M00001099_R,RM PURITY 3 1DECPT,0,0.9924077
733,Y_SM_M00001098_R,RM SUM OF MINOR PEAKS 2 1DECPT,1,0.94834054
734,Y_SM_250473_R,GROUP 2 pI 4.81 to 5.55,3,0.3362091
735,95007424_PROT_CONT,TARGET FILL %,6,0.91436833
736,Y_SM_250192_R,SDS COO REDUCED ADDITIONAL BAND,0,0.999524
737,250580_TOTAL_PROT,RM1 CONCENTRATION FINAL,6,0.9931937
738,Y_SM_250207_R,EC50-6,7,0.43615395
739,Y_SM_250207_R,EC50-7,7,0.47888666
740,Y_SM_250473_R,RM NEW GROUP 1 (pI 4.30-4.49),2,0.4520145
741,249699_ID_ABATAC,MIG TIME BELATACEPT RWS,2,0.9376441
742,250657_SIZE_HOMOG,RM RT MONOMER PEAK MINIMUM,2,0.9990544
743,Y_SM_250475_R,IL 2 INHIBITION ASSAY BIOASSAY,4,0.99806696
744,M00004294_VIS_PARTI,LIGHT INTENSITY FINAL READING,3,0.59485424
745,Y_SM_M00002527_R,RS SDS COO REDUCED ADDITIONAL BAND,0,0.9994499
746,P_M14765,RRT MINOR PEAK 7,1,0.66114277
747,P_M15651,ANTI LAG3 ACIDIC REGION,6,0.7482254
748,Y_SM_M00001098_R,RM HEAVY HEAVY LIGHT CHAIN 3 1DECPT,0,0.39732423
749,250593_ICIEF_ABAT,SPL PEAK M4 RATIO,1,0.99947625
750,P_M15648,REL RETENTION TIME  MINOR PEAK 7 => LOQ,2,0.74456614
751,P_M15648,REL RETENTION TIME MINOR PEAK 15 => LOQ,2,0.68445563
752,95007424_PROT_CONT,ABSORBANCE AT 280 SAMPLE READING 1,6,0.98134756
753,Y_321C_PAR,Equal/Greater than 25 Microns,3,0.9773497
754,P_M14769,PROTEIN CONCENTRATION ID,6,0.9948656
755,Y_SM_M00001098_R,NonRed: HHL,2,0.31682235
756,Y_250357_HMG,Monomer,2,0.9966967
757,D_M00002800,IDENTITY PROTEIN CONCENTRATION,6,0.99459356
758,M00004294_VIS_PARTI,LIGHT INTENSITY BEFORE,3,0.6189028
759,P_M14765,RRT MINOR PEAK 6,1,0.7120527
760,Y_SM_M00001099_R,RM NON GLYCOSYLATED HEAVY CHAIN 1 1DECPT,0,0.79066384
761,Y_SM_M00001099_R,RM SUM OF MINOR PEAKS 3 1DECPT,1,0.93491894
762,A_95007379,CONSTITUTION TIME 1DECPT,6,0.3574818
763,Y_SM_250658,CEX ACIDIC GROUP 0 DECPT,1,0.9994791
764,A_95007441,B7 BINDING SURFACE PLASMON RESONANCE,4,0.99812704
