Analysis,Attribute,Standard names
ICIEF,CIEF BASIC PEAKS,ICIEF BASIC PEAKS
ISOELECTRIC_FOCUSING,IEF BASIC PEAKS (POST PEAKS),IEF BASIC PEAKS
BIO_ICIEF,CIEF BASIC PEAKS,ICIEF BASIC PEAKS
BIO_ICIEF,CIEF MAIN PEAK,ICIEF MAIN PEAK
ISOELECTRIC_FOCUSING,Area% main peak,IEF MAIN PEAK
ISOELECTRIC_FOCUSING,Sum area% basic peaks,IEF BASIC PEAKS
ISOELECTRIC_FOCUSING,Sum area% acidic peaks,IEF ACIDIC PEAKS
ISOELECTRIC_FOCUSING,Sum Area% main peak,IEF MAIN PEAK
ISOELECTRIC_FOCUSING,Sum Area% basic peak,IEF BASIC PEAKS
ISOELECTRIC_FOCUSING,Sum Area% acidic peak,IEF ACIDIC PEAKS
ISOELECTRIC_FOCUSING,IEF MAIN PEAK,IEF MAIN PEAK
ICIEF,CIEF MAIN PEAK,ICIEF MAIN PEAK
SE_HPLC,SIZE EXCLUSION CHROMATOGRAPHY LMW,SE-HPLC LMW
SE_HPLC,SIZE EXCLUSION CHROMATOGRAPHY HMW,SE-HPLC HMW
BIOASSAY,MICROSPHERE RELATIVE POTENCY,POTENCY BY CELL-BASED BIOASSAY
PH,PH (25 ÃÂ±3OC),PH
PH,TEMPERATURE (PH),PH
SE_HPLC,SIZE EXCLUSION CHROMATOGRAPHY MONOMER,SE-HPLC MONOMER
PH,INDIVIDUAL PH (MEASURED AT 25 DEGREE C),PH
PH,PH (MEASURED AT 25 DEGREE C),PH
PH,PH ,PH
PH,INDIVIDUAL PH ,PH
PH,PH,PH
PH,PH / 2,PH
PH,[INDIVIDUAL PH],PH
SE_HPLC,SIZE EXCLUSION CHROMATOGRAPHY AREA% SUM HMWP,SE-HPLC HMW
PH,PH / 1,PH
SE_HPLC,SIZE EXCLUSION CHROMATOGRAPHY AREA% SUM LMWP,SE-HPLC LMW
PH,INIDIVIDUAL PH (MEASURED AT 25 DEGREE C),PH
PH,PH (MEASURED AT 25 DEGREE),PH
PH,INDIVIDUAL PH (MEASURED AT 25 DEGREEC),PH
PH,INDIVIDUAL PH/1,PH
PH,PH / 3,PH
PH, PH,PH
PH,PH INDIVIDUAL,PH
PH,PH READING 1 (INDIVIDUAL READING),PH
PH,PH 2,PH
PH,PH (USP <791> EP: 2.2.3),PH
PH,INDIVIDUAL PH (USP <791> EP: 2.2.3),PH
PH,PH (22 TO 28 DEG C),PH
PH,PH 1,PH
SE_HPLC,SIZE EXCLUSION CHROMATOGRAPHY HMWP,SE-HPLC HMW
SE_HPLC,SIZE EXCLUSION CHROMATOGRAPHY LMWP,SE-HPLC LMW
PH,INIDIVIDUAL PH,PH
SE_HPLC,SIZE EXCLUSION CHROMATOGRAPHY AREA% SUM HMW,SE-HPLC HMW
SE_HPLC,SIZE EXCLUSION CHROMATOGRAPHY AREA% SUM LMW,SE-HPLC LMW
PH,PH AVERAGE,PH
SE_HPLC,SIZE EXCLUSION CHROMATOGRAPHY AREA% MONOMER,SE-HPLC MONOMER
PH,PH READING 2 (INDIVIDUAL READING),PH
PH,PH DETERMINATION AT 25ÃÂ°C,PH
PH,AVERAGE PH / PH,PH
C_JP_PH,PH,PH
GBL_95007196,PH,PH
M_95007196,PH,PH
C_95007196,PH,PH
A_USPO156,PH 1DECPT,PH
Y_95007196_PH,PH,PH
A_95007196,PH 1DECPT,PH
Y_250432_PH,PH AT 4 +/ -1 DEGREE C,PH
Y_SM_250432_R,PH 1 DECPT,PH
D_M00003071,PH,PH
D_JP_PH,PH,PH
P_M12568,PH,PH
T_95007196_PH,PH,PH
J_JP_PH,PH,PH
D_250432,PH,PH
P_M20687,PH,PH
Y_JP_PH,JP PH,PH
P_7196,PH,PH
95007196_PH_DIAF,PH DIAFILTRATION SAMPLE 1,PH
P_M15788,PH,PH
Y_USPO156_PH,PH,PH
R_PH,VALOR DE PH,PH
95007196_PH_DIAF,PH DIAFILTRATION SAMPLE 3,PH
95007196_PH_BUFF,BUFFER PH,PH
Y_GM_95007196_R,PH 1DECPT,PH
95007196_PH,PH,PH
D_95007196,PH,PH
PH,PH REP,PH
95007196_PH_DIAF,PH DIAFILTRATION SAMPLE 2,PH
J_TC-B-P16,PH,PH
JP_PH,PH,PH
PH,INDIVIDUAL PH (AT 25+/-3 DEG C),PH
PH,INDIVIDUAL PH,PH
PH,AVERAGE PH,PH
PH,PH (AT 25+/-3 DEG C),PH
PH_2,PH,PH
J_TC-B-P15,PH,PH
HPLC,POLYSORBATE 80,POLYSORBATE 80
Y_SM_250742_R,POLYSORBATE 80 2 DECPT,POLYSORBATE 80
POLYSORBATE_80,POLYSORBATE 80 CONTENT,POLYSORBATE 80
D_250600,POLYSORBATE 80,POLYSORBATE 80
P_M20812,POLYSORBATE 80,POLYSORBATE 80
BIOLOGICAL_ASSAY,POLYSORBATE 80,POLYSORBATE 80
POLYSORBATE_80,POLYSORBATE 80,POLYSORBATE 80
POLYSORBATE_80,POLYSORBATE 80 (PS80),POLYSORBATE 80
POLYSORBATE_80,POLYSORBATE 80 ,POLYSORBATE 80
C_250600,POLYSORBATE 80,POLYSORBATE 80
M_250742,POLYSORBATE 80,POLYSORBATE 80
A_250600,POLYSORBATE 80,POLYSORBATE 80
ELISA_2,POTENCY (ELISA),POTENCY BY BINDING ELISA
ELISA_2,BINDING ACTIVITY (ELISA) RELATIVE TO REFERENCE STANDARD,POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY (ELISA) RELATIVE TO REFERENCE STD (RESULT),POTENCY BY BINDING ELISA
ELISA_BINDING_2,BINDING POTENCY OF NIVO (ELISA),POTENCY BY BINDING ELISA
ELISA,POTENCY BY BINDING ELISA,POTENCY BY BINDING ELISA
ELISA_BINDING,BINDING POTENCY OF IPI (ELISA),POTENCY BY BINDING ELISA
ELISA_2,POTENCY ELISA RELATIVE TO REFERENCE STANDARD,POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY (ELISA) CD3,POTENCY BY BINDING ELISA
ELISA_BINDING_2,POTENCY (ELISA) FCRH5,POTENCY BY BINDING ELISA
ACTIVITY_ELISA,BINDING ACTIVITY BY ELISA,POTENCY BY BINDING ELISA
ELISA_BINDING,ELISA BINDING POTENCY (TOXIN ON MAB),POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY (ELISA) BINDING CAPACITY RELATIVE TO REFERENCE STAND,POTENCY BY BINDING ELISA
ELISA_2,POTENCY (ELISA) FCRH5,POTENCY BY BINDING ELISA
ELISA,POTENCY (ELISA) CD3,POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY (ELISA) FCRH5,POTENCY BY BINDING ELISA
ELISA_BINDING_2,POTENCY (ELISA),POTENCY BY BINDING ELISA
ELISA_BINDING_2,POTENCY (ELISA) CD3,POTENCY BY BINDING ELISA
ELISA_BINDING,BINDING ACTIVITY ELISA,POTENCY BY BINDING ELISA
ELISA_2,POTENCY BINDING ELISA (RELATIVE POTENCY),POTENCY BY BINDING ELISA
ELISA,BINDING ACTIVITY ELISA,POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY BY ELISA,POTENCY BY BINDING ELISA
ELISA_BINDING,BINDING ELISA (POTENCY),POTENCY BY BINDING ELISA
ACTIVITY_ELISA,BINDING ACTIVITY (ELISA) RELATIVE TO REFERENCE STANDARD,POTENCY BY BINDING ELISA
ELISA_BINDING,RELATIVE BINDING ACTIVITY (ELISA),POTENCY BY BINDING ELISA
ELISA,RELATIVE POTENCY (ELISA),POTENCY BY BINDING ELISA
ELISA_BINDING,ELISA BINDING ACTIVITY RELATIVE TO REFERENCE STANDARD,POTENCY BY BINDING ELISA
ELISA,POTENCY (ELISA) BINDING CAPACITY RELATIVE TO REFERENCE STAND,POTENCY BY BINDING ELISA
ELISA,POTENCY BY ELISA RELATIVE TO THE REFERENCE STANDARD,POTENCY BY BINDING ELISA
ELISA_BINDING,BINDING ACTIVITY(ELISA) NIVOLUMAB(RELATIVE TO REF. STANDARD),POTENCY BY BINDING ELISA
ELISA,POTENCY (ELISA) NIVOLUMAB,POTENCY BY BINDING ELISA
ELISA_2,BINDING ACTIVITY (ELISA) NIVOLUMAB (RELATIVE TO REF STD),POTENCY BY BINDING ELISA
ELISA,BINDING ACTIVITY (ELISA) IPILIMUMAB,POTENCY BY BINDING ELISA
C_250685,SLAMF7 BINDING ELISA RELATIVE POTENCY,POTENCY BY BINDING ELISA
M_250685,SLAMF7 BINDING ELISA RELATIVE POTENCY,POTENCY BY BINDING ELISA
A_USPO1199,BINDING ACTIVITY (ELISA),POTENCY BY BINDING ELISA
ELISA,POTENCY BINDING ELISA (RELATIVE POTENCY),POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY (ELISA),POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY (ELISA) (RESULT),POTENCY BY BINDING ELISA
A_250629,POTENCY ELISA,POTENCY BY BINDING ELISA
Y_250398_BDA,BINDING ACTIVITY [ELISA],POTENCY BY BINDING ELISA
ELISA_2,POTENCY ELISA,POTENCY BY BINDING ELISA
Y_USPO8224_PTE,POTENCY ELISA,POTENCY BY BINDING ELISA
ACTIVITY_ELISA,BINDING ACTIVITY (ELISA),POTENCY BY BINDING ELISA
ELISA_2,POTENCY ELISA RELATIVE TO RREFERENCE STANDARD,POTENCY BY BINDING ELISA
ELISA,POTENCY (ELISA),POTENCY BY BINDING ELISA
ELISA_2,POTENCY BCMA (ELISA),POTENCY BY BINDING ELISA
D_250398,BINDING ACTIVITY (ELISA),POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY (BINDING ELISA),POTENCY BY BINDING ELISA
ELISA,POTENCY ELISA,POTENCY BY BINDING ELISA
ELISA,POTENCY ELISA RELATIVE TO REFERENCE STANDARD,POTENCY BY BINDING ELISA
ELISA,POTENCY ELISA RELATIVE TO RREFERENCE STANDARD,POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY (ELISA) NIVOLUMBA,POTENCY BY BINDING ELISA
ELISA_3,BINDING ACTIVITY (ELISA) IPILIMUMAB,POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY ELISA,POTENCY BY BINDING ELISA
ELISA_2,BINDING ACTIVITY (ELISA) NIVOLUMAB,POTENCY BY BINDING ELISA
ELISA_4,BINDING ACTIVITY (ELISA) NIVOLUMAB,POTENCY BY BINDING ELISA
ELISA_BINDING,BINDING ACTIVITY (ELISA),POTENCY BY BINDING ELISA
ELISA_BINDING,RELATIVE POTENCY BY TARGET BINDING ELISA (OF REFERENCE STAND,POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY BY BLOCKING ELISA,POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY (ELISA) - RELATIVE TO REFERENCE STD (RESULT),POTENCY BY BINDING ELISA
ELISA_BINDING,BINDING ACTIVITY BY ELISA RELATIVE TO REFERENCE STANDARD,POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY (ELISA) NIVOLUMAB,POTENCY BY BINDING ELISA
Y_USPO12121_PTE,POTENCY ELISA,POTENCY BY BINDING ELISA
ELISA_2,RELATIVE POTENCY BY TARGET BINDING ELISA (OF REFERENCE STAND,POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY BY BINDING ELISA,POTENCY BY BINDING ELISA
ELISA_2,POTENCY BY ELISA RELATIVE TO THE REFERENCE STANDARD,POTENCY BY BINDING ELISA
ELISA,POTENCY BY BLOCKING ELISA,POTENCY BY BINDING ELISA
ELISA_BINDING,POTENCY (ELISA) CTLA-4-NF,POTENCY BY BINDING ELISA
ELISA_BINDING,Relative Binding Activity,POTENCY BY BINDING ELISA
ELISA,POTENCY (ELISA) ,POTENCY BY BINDING ELISA
ELISA_BINDING_2,POTENCY BY ELISA BINDING,POTENCY BY BINDING ELISA
BIOLOGICAL_ASSAY,POTENCY (CELL-BASED BIOASSAY)-RELATIVE TO REFERENCE STANDARD,POTENCY BY CELL-BASED BIOASSAY
BIOLOGICAL_ASSAY,Potency (Cell Based) Relatlimab,POTENCY BY CELL-BASED BIOASSAY
BIOLOGICAL_ASSAY,Potency (Cell-Based) Bioassay,POTENCY BY CELL-BASED BIOASSAY
BIOASSAY_2,POTENCY (CELL-BASED BIOASSAY),POTENCY BY CELL-BASED BIOASSAY
BIOASSAY,POTENCY (CELL-BASED BIOASSAY),POTENCY BY CELL-BASED BIOASSAY
BIOASSAY,POTENCY (CELL-BASED BIOASSAY) RELATIVE POTENCY,POTENCY BY CELL-BASED BIOASSAY
BIOLOGICAL_ASSAY,POTENCY (CELL-BASED BIOASSAY),POTENCY BY CELL-BASED BIOASSAY
ELISA,POTENCY (CELL-BASED BIOASSAY),POTENCY BY CELL-BASED BIOASSAY
BIOLOGICAL_ASSAY,POTENCY (CELL-BASED BIOASSAY) RELATIVE TO REFERENCE STANDARD,POTENCY BY CELL-BASED BIOASSAY
BIOLOGICAL_ASSAY,CELL-BASED BIOASSAY (POTENCY RELATIVE TO REFERENCE MATERIAL),POTENCY BY CELL-BASED BIOASSAY
P_M15709,BIOASSAY - CELL BASED,POTENCY BY CELL-BASED BIOASSAY
GBL_250739,CELL-BASED BIOASSAY,POTENCY BY CELL-BASED BIOASSAY
BIOASSAY,CELL-BASED BIOASSAY POTENCY,POTENCY BY CELL-BASED BIOASSAY
250193_PROT_CONT,PROTEIN CONCENTRATION SAMPLE READING 3,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NOCALC_3,PROTEIN CONCENTRATION (A280) NIVOLUMAB,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,PROTEIN CONCENTRATION (A280) RELATLIMAB,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION,PROTEIN CONCENTRATION: A280 (RESULT),PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NOCALC_2,PROTEIN CONCENTRATION (A280) RELATLIMAB ,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,A280 CONCENTRATION(PROTEIN CONCENTRATION),PROTEIN CONCENTRATION (A280)
P_M15790,TOTAL PROTEIN CONCENTRATION (A280),PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,PROTEIN CONCENTRATION: A280 PERCENT OF LABEL CLAIM,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,TOTAL PROTEIN CONCENTRATION (A280),PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NOCALC_2,PROTEIN CONCENTRATION (A280) IPILIMUMAB,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NOCALC_3,PROTEIN CONCENTRATION (A280) RELATLIMAB,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NOCALC_2,PROTEIN CONCENTRATION (A280) NIVOLUMAB,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NOCALC_2,PROTEIN CONCENTRATION (A280) ANTI-LAG3 ,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NOCALC_2,PROTEIN CONCENTRATION (A280) RELATLIMAB,PROTEIN CONCENTRATION (A280)
BIO_PROTEIN_CONC_SOLO_VPE,PROTEIN CONCENTRATION (A280) NIVOLUMAB (FIO),PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,PROTEIN CONCENTRATION A280,PROTEIN CONCENTRATION (A280)
BIO_PROTEIN_CONCENTRATION,PROTEIN CONCENTRATION (A280) RELATLIMAB (FIO),PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,PROTEIN CONCENTRATION (A280) ,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION, PROTEIN CONCENTRATION (A280) RELATLIMAB,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION,PROTEIN CONCENTRATION (A280) NIVOLUMAB,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION,PROTEIN CONCENTRATION (A280),PROTEIN CONCENTRATION (A280)
BIO_PROTEIN_CONCENTRATION,TOTAL PROTEIN CONCENTRATION (A280),PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,PROTEIN CONCENTRATION (A280) IPILIMUMAB,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,PROTEIN CONCENTRATION (A280) NIVOLUMAB,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION,PROTEIN CONCENTRATION (A280) RELATLIMAB,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,IDENTITY (PROTEIN CONCENTRATION (A280)),PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,IDENTITY-PROTEIN CONCENTRATION (A280),PROTEIN CONCENTRATION (A280)
BIO_PROTEIN_CONC_SOLO_VPE,PROTEIN CONCENTRATION: A280,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NOCALC_2,PROTEIN CONCENTRATION:  A280,PROTEIN CONCENTRATION (A280)
BIO_PROTEIN_CONCENTRATION,TOTAL PROTEIN CONCENTRATION (A280) ,PROTEIN CONCENTRATION (A280)
BIO_PROTEIN_CONCENTRATION,PROTEIN CONCENTRATION (A280),PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,IDENTITY - PROTEIN CONCENTRATION (A280),PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,PROTEIN CONCENTRATION (A280),PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,PROTEIN CONCENTRATION (A280) FOR POTENCY DETERMINATION,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,PROTEIN CONCENTRATION: A280 (PERCENT OF LABEL),PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,PROTEIN CONCENTRATION - A280,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NOCALC_2,PROTEIN CONCENTRATION (A280) LAG3,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION, PROTEIN CONCENTRATION (A280) NIVOLUMAB,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,IDENTITY (PROTEIN CONCENTRATION) (A280),PROTEIN CONCENTRATION (A280)
BIO_PROTEIN_CONCENTRATION,PROTEIN CONCENTRATION: A280,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,PROTEIN CONCENTRATION: A280,PROTEIN CONCENTRATION (A280)
PROTEIN_CONTENT_NO_CALC,PROTEIN CONCENTRATION A280,PROTEIN CONCENTRATION (A280)
BIO_PROTEIN_CONC_SOLO_VPE,PROTEIN CONCENTRATION (A280),PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NO_CALC,PROTEIN CONCENTRATION:A280,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NOCALC_2,IDENTITY: PROTEIN CONCENTRATION (A280),PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION,PROTEIN CONCENTRATION: A280,PROTEIN CONCENTRATION (A280)
95007424_PROT_CONT,PROTEIN CONCENTRATION,PROTEIN CONCENTRATION (A280)
C_95007424,PROT CONTENT UV 280NM_READING 3,PROTEIN CONCENTRATION (A280)
95007424_PROT_CONT,PROTEIN CONCENTRATION UV A280 NM,PROTEIN CONCENTRATION (A280)
C_95007424,PROT CONCENTRATION UV 280 NM_REP 3,PROTEIN CONCENTRATION (A280)
95007424_SYSTEM,ABSORBANCE AT 280 STD 4 SECOND BRACKET,PROTEIN CONCENTRATION (A280)
PROTEIN_CONCENTRATION_NOCALC_2,PROTEIN CONCENTRATION - A280,PROTEIN CONCENTRATION (A280)
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR  BAND,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY  OF MINOR BAND 2,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR BAND 3,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY ALL MINOR BANDS,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR BAND 1,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF ALL MINOR BAND 2,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF  MINOR BAND 5,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF ALL MINOR BAND 1,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR BAND 10,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR BAND 11,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MAJOR BAND,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR BAND 2,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) % PURITY OF MAJOR BAND,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR  BAND 3,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR BAND,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY MINOR BAND 2,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY MINOR BAND 1,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MAJOR BAND RELATIVE TO REF,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF  MINOR BAND 1,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF  MINOR BAND 4,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF  MINOR BAND 2,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY  OF MINOR BAND 6,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR BAND 9,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF ALL MINOR BAND 3,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE-Reduced Cumulative Purity of Heavy and Light Chains,SDS-PAGE (REDUCED) PURITY
250495,SDS COO NONREDUCED MAJOR BAND 1DP,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (Red) Purity Of Heavy Chain relative to Ref Std,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (Non-Reduced) MW Of Major Band Relative to Ref Std,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,CE-SDS Non Reduced - Monomer Band,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR  BAND 2,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED)PURITY OF MINOR BAND 2,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR BAND 4,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR BAND 8,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED)PURITY OF MINOR BAND 3,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR BAND 5,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF ALL MINOR BANDS,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR BAND 6,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED)PURITY OF MINOR BAND 1,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY MINOR BAND 4,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR BAND 7,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY OF MINOR  BAND 1,SDS-PAGE (NON-REDUCED) PURITY
250192_SDS_PAGE,PURITY MAJOR BANDS NONREDUCED,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (NON-REDUCED) PURITY MINOR BAND 3,SDS-PAGE (NON-REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF MINOR BAND 4,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF ALL MINOR BAND 3,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF LIGHT CHAIN,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF ALL MINOR BAND 5,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF ALL MINOR BAND 2,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF MINOR BAND 2,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF MINOR BAND 1,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF MINOR BAND 3,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF ALL MINOR BAND 4,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF MINOR BAND 5,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF HEAVY CHAIN REL TO REF STD,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED)_1 [RESULTS] PURITY NON-MAIN BANDS <BSA,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF HEAVY AND LIGHT CHAIN BANDS,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED)  PURITY OF HEAVY AND LIGHT CHAINS,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF LIGHT CHAIN REL TO REF STD,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY OF HEAVY CHAIN RELATIVE TO REF STD,SDS-PAGE (REDUCED) PURITY
SDS_PAGE,SDS-PAGE (REDUCED) PURITY MINOR BAND 3,SDS-PAGE (REDUCED) PURITY
